instance_id,instance_relpath,data_relpath_1
2012_train_train_instance.3,2012/train/train.mzn,2012/train/instance.3.dzn
2012_train_train_instance.6,2012/train/train.mzn,2012/train/instance.6.dzn
2012_train_train_instance.7,2012/train/train.mzn,2012/train/instance.7.dzn
2012_vrp_vrp_A-n38-k5.vrp,2012/vrp/vrp.mzn,2012/vrp/A-n38-k5.vrp.dzn
2012_vrp_vrp_A-n62-k8.vrp,2012/vrp/vrp.mzn,2012/vrp/A-n62-k8.vrp.dzn
2012_vrp_vrp_B-n51-k7.vrp,2012/vrp/vrp.mzn,2012/vrp/B-n51-k7.vrp.dzn
2012_vrp_vrp_P-n20-k2.vrp,2012/vrp/vrp.mzn,2012/vrp/P-n20-k2.vrp.dzn
2012_vrp_vrp_P-n60-k15.vrp,2012/vrp/vrp.mzn,2012/vrp/P-n60-k15.vrp.dzn
2013_black-hole_black-hole_12,2013/black-hole/black-hole.mzn,2013/black-hole/12.dzn
2013_black-hole_black-hole_16,2013/black-hole/black-hole.mzn,2013/black-hole/16.dzn
2013_black-hole_black-hole_18,2013/black-hole/black-hole.mzn,2013/black-hole/18.dzn
2013_black-hole_black-hole_4,2013/black-hole/black-hole.mzn,2013/black-hole/4.dzn
2013_black-hole_black-hole_6,2013/black-hole/black-hole.mzn,2013/black-hole/6.dzn
2013_cargo_cargo_coarsePiles_challenge04_1s_626,2013/cargo/cargo_coarsePiles.mzn,2013/cargo/challenge04_1s_626.dzn
2013_cargo_cargo_coarsePiles_challenge05_1s_954,2013/cargo/cargo_coarsePiles.mzn,2013/cargo/challenge05_1s_954.dzn
2013_cargo_cargo_coarsePiles_challenge07_1s_133,2013/cargo/cargo_coarsePiles.mzn,2013/cargo/challenge07_1s_133.dzn
2013_cargo_cargo_coarsePiles_challenge08_222f_3475,2013/cargo/cargo_coarsePiles.mzn,2013/cargo/challenge08_222f_3475.dzn
2013_cargo_cargo_coarsePiles_challenge10_15966f_2060,2013/cargo/cargo_coarsePiles.mzn,2013/cargo/challenge10_15966f_2060.dzn
2013_celar_celar_CELAR6-SUB2,2013/celar/celar.mzn,2013/celar/CELAR6-SUB2.dzn
2013_celar_celar_CELAR6-SUB3,2013/celar/celar.mzn,2013/celar/CELAR6-SUB3.dzn
2013_celar_celar_CELAR7-SUB3,2013/celar/celar.mzn,2013/celar/CELAR7-SUB3.dzn
2013_celar_celar_graph11,2013/celar/celar.mzn,2013/celar/graph11.dzn
2013_celar_celar_scen06,2013/celar/celar.mzn,2013/celar/scen06.dzn
2013_filters_filter_ar_2_3,2013/filters/filter.mzn,2013/filters/ar_2_3.dzn
2013_filters_filter_dct_2_2,2013/filters/filter.mzn,2013/filters/dct_2_2.dzn
2013_filters_filter_dfq_1_1,2013/filters/filter.mzn,2013/filters/dfq_1_1.dzn
2013_filters_filter_ewf_2_1,2013/filters/filter.mzn,2013/filters/ewf_2_1.dzn
2013_filters_filter_fir_2_3,2013/filters/filter.mzn,2013/filters/fir_2_3.dzn
2013_fjsp_fjsp_easy01,2013/fjsp/fjsp.mzn,2013/fjsp/easy01.dzn
2013_fjsp_fjsp_easy02,2013/fjsp/fjsp.mzn,2013/fjsp/easy02.dzn
2013_fjsp_fjsp_hard19,2013/fjsp/fjsp.mzn,2013/fjsp/hard19.dzn
2013_fjsp_fjsp_med04,2013/fjsp/fjsp.mzn,2013/fjsp/med04.dzn
2013_fjsp_fjsp_med10,2013/fjsp/fjsp.mzn,2013/fjsp/med10.dzn
2013_ghoulomb_ghoulomb_3-11-29,2013/ghoulomb/ghoulomb.mzn,2013/ghoulomb/3-11-29.dzn
2013_ghoulomb_ghoulomb_3-9-16,2013/ghoulomb/ghoulomb.mzn,2013/ghoulomb/3-9-16.dzn
2013_ghoulomb_ghoulomb_4-9-10,2013/ghoulomb/ghoulomb.mzn,2013/ghoulomb/4-9-10.dzn
2013_ghoulomb_ghoulomb_4-9-20,2013/ghoulomb/ghoulomb.mzn,2013/ghoulomb/4-9-20.dzn
2013_ghoulomb_ghoulomb_5-7-22,2013/ghoulomb/ghoulomb.mzn,2013/ghoulomb/5-7-22.dzn
2013_javarouting_empty,2013/javarouting/empty.mzn,
2013_javarouting_trip_6_3,2013/javarouting/trip_6_3.mzn,
2013_javarouting_trip_7_1,2013/javarouting/trip_7_1.mzn,
2013_javarouting_trip_7_2,2013/javarouting/trip_7_2.mzn,
2013_javarouting_trip_8_1,2013/javarouting/trip_8_1.mzn,
2013_javarouting_trip_8_5,2013/javarouting/trip_8_5.mzn,
2013_l2p_linear-to-program_l2p1,2013/l2p/linear-to-program.mzn,2013/l2p/l2p1.dzn
2013_l2p_linear-to-program_l2p12,2013/l2p/linear-to-program.mzn,2013/l2p/l2p12.dzn
2013_l2p_linear-to-program_l2p13,2013/l2p/linear-to-program.mzn,2013/l2p/l2p13.dzn
2013_l2p_linear-to-program_l2p16,2013/l2p/linear-to-program.mzn,2013/l2p/l2p16.dzn
2013_l2p_linear-to-program_l2p2,2013/l2p/linear-to-program.mzn,2013/l2p/l2p2.dzn
2013_league_league_model15-4-3,2013/league/league.mzn,2013/league/model15-4-3.dzn
2013_league_league_model20-5-4,2013/league/league.mzn,2013/league/model20-5-4.dzn
2013_league_league_model30-8-4,2013/league/league.mzn,2013/league/model30-8-4.dzn
2013_league_league_model40-5-11,2013/league/league.mzn,2013/league/model40-5-11.dzn
2013_league_league_model55-13-15,2013/league/league.mzn,2013/league/model55-13-15.dzn
2013_mario_mario_mario_easy_2,2013/mario/mario.mzn,2013/mario/mario_easy_2.dzn
2013_mario_mario_mario_easy_4,2013/mario/mario.mzn,2013/mario/mario_easy_4.dzn
2013_mario_mario_mario_n_medium_2,2013/mario/mario.mzn,2013/mario/mario_n_medium_2.dzn
2013_mario_mario_mario_n_medium_4,2013/mario/mario.mzn,2013/mario/mario_n_medium_4.dzn
2013_mario_mario_mario_t_hard_1,2013/mario/mario.mzn,2013/mario/mario_t_hard_1.dzn
2013_nmseq_nmseq_143,2013/nmseq/nmseq.mzn,2013/nmseq/143.dzn
2013_nmseq_nmseq_202,2013/nmseq/nmseq.mzn,2013/nmseq/202.dzn
2013_nmseq_nmseq_395,2013/nmseq/nmseq.mzn,2013/nmseq/395.dzn
2013_nmseq_nmseq_478,2013/nmseq/nmseq.mzn,2013/nmseq/478.dzn
2013_nmseq_nmseq_99,2013/nmseq/nmseq.mzn,2013/nmseq/99.dzn
2013_nonogram_non_dom_06,2013/nonogram/non.mzn,2013/nonogram/dom_06.dzn
2013_nonogram_non_dom_08,2013/nonogram/non.mzn,2013/nonogram/dom_08.dzn
2013_nonogram_non_dom_10,2013/nonogram/non.mzn,2013/nonogram/dom_10.dzn
2013_nonogram_non_dom_12,2013/nonogram/non.mzn,2013/nonogram/dom_12.dzn
2013_nonogram_non_dom_14,2013/nonogram/non.mzn,2013/nonogram/dom_14.dzn
2013_on-call-rostering_oc-roster_10s-150d,2013/on-call-rostering/oc-roster.mzn,2013/on-call-rostering/10s-150d.dzn
2013_on-call-rostering_oc-roster_10s-50d,2013/on-call-rostering/oc-roster.mzn,2013/on-call-rostering/10s-50d.dzn
2013_on-call-rostering_oc-roster_20s-200d,2013/on-call-rostering/oc-roster.mzn,2013/on-call-rostering/20s-200d.dzn
2013_on-call-rostering_oc-roster_4s-10d,2013/on-call-rostering/oc-roster.mzn,2013/on-call-rostering/4s-10d.dzn
2013_on-call-rostering_oc-roster_4s-23d,2013/on-call-rostering/oc-roster.mzn,2013/on-call-rostering/4s-23d.dzn
2013_pattern-set-mining_pattern_set_mining_anneal-k1,2013/pattern-set-mining/pattern_set_mining.mzn,2013/pattern-set-mining/anneal-k1.dzn
2013_pattern-set-mining_pattern_set_mining_hypothyroid-k1,2013/pattern-set-mining/pattern_set_mining.mzn,2013/pattern-set-mining/hypothyroid-k1.dzn
2013_pattern-set-mining_pattern_set_mining_kr-vs-kp-k2,2013/pattern-set-mining/pattern_set_mining.mzn,2013/pattern-set-mining/kr-vs-kp-k2.dzn
2013_pattern-set-mining_pattern_set_mining_splice-1-k1,2013/pattern-set-mining/pattern_set_mining.mzn,2013/pattern-set-mining/splice-1-k1.dzn
2013_pattern-set-mining_pattern_set_mining_yeast-k2,2013/pattern-set-mining/pattern_set_mining.mzn,2013/pattern-set-mining/yeast-k2.dzn
2013_pentominoes-int_pentominoes-int_02,2013/pentominoes-int/pentominoes-int.mzn,2013/pentominoes-int/02.dzn
2013_pentominoes-int_pentominoes-int_04,2013/pentominoes-int/pentominoes-int.mzn,2013/pentominoes-int/04.dzn
2013_pentominoes-int_pentominoes-int_05,2013/pentominoes-int/pentominoes-int.mzn,2013/pentominoes-int/05.dzn
2013_pentominoes-int_pentominoes-int_06,2013/pentominoes-int/pentominoes-int.mzn,2013/pentominoes-int/06.dzn
2013_pentominoes-int_pentominoes-int_07,2013/pentominoes-int/pentominoes-int.mzn,2013/pentominoes-int/07.dzn
2013_proteindesign12_wcsp_1HZ5.12p.19aa.usingEref_self,2013/proteindesign12/wcsp.mzn,2013/proteindesign12/1HZ5.12p.19aa.usingEref_self.dzn
2013_proteindesign12_wcsp_1HZ5.12p.9aa.usingEref_self,2013/proteindesign12/wcsp.mzn,2013/proteindesign12/1HZ5.12p.9aa.usingEref_self.dzn
2013_proteindesign12_wcsp_1PGB.11p.9aa.usingEref_self,2013/proteindesign12/wcsp.mzn,2013/proteindesign12/1PGB.11p.9aa.usingEref_self.dzn
2013_proteindesign12_wcsp_1UBI.13p.9aa.usingEref_self,2013/proteindesign12/wcsp.mzn,2013/proteindesign12/1UBI.13p.9aa.usingEref_self.dzn
2013_proteindesign12_wcsp_2TRX.11p.8aa.usingEref_self,2013/proteindesign12/wcsp.mzn,2013/proteindesign12/2TRX.11p.8aa.usingEref_self.dzn
2013_radiation_radiation_i6-11,2013/radiation/radiation.mzn,2013/radiation/i6-11.dzn
2013_radiation_radiation_i6-7,2013/radiation/radiation.mzn,2013/radiation/i6-7.dzn
2013_radiation_radiation_i7-15,2013/radiation/radiation.mzn,2013/radiation/i7-15.dzn
2013_radiation_radiation_i8-7,2013/radiation/radiation.mzn,2013/radiation/i8-7.dzn
2013_radiation_radiation_i9-23,2013/radiation/radiation.mzn,2013/radiation/i9-23.dzn
2013_rcpsp_rcpsp_11,2013/rcpsp/rcpsp.mzn,2013/rcpsp/11.dzn
2013_rcpsp_rcpsp_12,2013/rcpsp/rcpsp.mzn,2013/rcpsp/12.dzn
2013_rcpsp_rcpsp_13,2013/rcpsp/rcpsp.mzn,2013/rcpsp/13.dzn
2013_rcpsp_rcpsp_14,2013/rcpsp/rcpsp.mzn,2013/rcpsp/14.dzn
2013_rcpsp_rcpsp_15,2013/rcpsp/rcpsp.mzn,2013/rcpsp/15.dzn
2013_rubik_4-cube,2013/rubik/4-cube.mzn,
2013_rubik_5-cube,2013/rubik/5-cube.mzn,
2013_rubik_6-cube,2013/rubik/6-cube.mzn,
2013_rubik_7-cube,2013/rubik/7-cube.mzn,
2013_rubik_8-cube,2013/rubik/8-cube.mzn,
2013_rubik_empty,2013/rubik/empty.mzn,
2013_vrp_vrp_A-n33-k6.vrp,2013/vrp/vrp.mzn,2013/vrp/A-n33-k6.vrp.dzn
2013_vrp_vrp_A-n63-k10.vrp,2013/vrp/vrp.mzn,2013/vrp/A-n63-k10.vrp.dzn
2013_vrp_vrp_B-n52-k7.vrp,2013/vrp/vrp.mzn,2013/vrp/B-n52-k7.vrp.dzn
2013_vrp_vrp_P-n16-k8.vrp,2013/vrp/vrp.mzn,2013/vrp/P-n16-k8.vrp.dzn
2013_vrp_vrp_P-n51-k10.vrp,2013/vrp/vrp.mzn,2013/vrp/P-n51-k10.vrp.dzn
2014_amaze_amaze3_2012-04-27,2014/amaze/amaze3.mzn,2014/amaze/2012-04-27.dzn
2014_amaze_amaze3_2012-05-31,2014/amaze/amaze3.mzn,2014/amaze/2012-05-31.dzn
2014_amaze_amaze3_2012-06-15,2014/amaze/amaze3.mzn,2014/amaze/2012-06-15.dzn
2014_amaze_amaze3_mod2012-03-19,2014/amaze/amaze3.mzn,2014/amaze/mod2012-03-19.dzn
2014_amaze_amaze3_mod2012-06-22,2014/amaze/amaze3.mzn,2014/amaze/mod2012-06-22.dzn
2014_cyclic-rcpsp_rcmsp_easy_3,2014/cyclic-rcpsp/rcmsp.mzn,2014/cyclic-rcpsp/easy_3.dzn
2014_cyclic-rcpsp_rcmsp_easy_5,2014/cyclic-rcpsp/rcmsp.mzn,2014/cyclic-rcpsp/easy_5.dzn
2014_cyclic-rcpsp_rcmsp_hard_1,2014/cyclic-rcpsp/rcmsp.mzn,2014/cyclic-rcpsp/hard_1.dzn
2014_cyclic-rcpsp_rcmsp_hard_2,2014/cyclic-rcpsp/rcmsp.mzn,2014/cyclic-rcpsp/hard_2.dzn
2014_cyclic-rcpsp_rcmsp_medium_2,2014/cyclic-rcpsp/rcmsp.mzn,2014/cyclic-rcpsp/medium_2.dzn
2014_elitserien_handball_handball11,2014/elitserien/handball.mzn,2014/elitserien/handball11.dzn
2014_elitserien_handball_handball12,2014/elitserien/handball.mzn,2014/elitserien/handball12.dzn
2014_elitserien_handball_handball13,2014/elitserien/handball.mzn,2014/elitserien/handball13.dzn
2014_elitserien_handball_handball14,2014/elitserien/handball.mzn,2014/elitserien/handball14.dzn
2014_elitserien_handball_handball19,2014/elitserien/handball.mzn,2014/elitserien/handball19.dzn
2014_fillomino_fillomino_5x5_1,2014/fillomino/fillomino.mzn,2014/fillomino/5x5_1.dzn
2014_fillomino_fillomino_5x5_6,2014/fillomino/fillomino.mzn,2014/fillomino/5x5_6.dzn
2014_fillomino_fillomino_6x6_0,2014/fillomino/fillomino.mzn,2014/fillomino/6x6_0.dzn
2014_fillomino_fillomino_6x6_5,2014/fillomino/fillomino.mzn,2014/fillomino/6x6_5.dzn
2014_fillomino_fillomino_7x7_0,2014/fillomino/fillomino.mzn,2014/fillomino/7x7_0.dzn
2014_jp-encoding_jp-encoding_data100,2014/jp-encoding/jp-encoding.mzn,2014/jp-encoding/data100.dzn
2014_jp-encoding_jp-encoding_data1000,2014/jp-encoding/jp-encoding.mzn,2014/jp-encoding/data1000.dzn
2014_jp-encoding_jp-encoding_data1700,2014/jp-encoding/jp-encoding.mzn,2014/jp-encoding/data1700.dzn
2014_jp-encoding_jp-encoding_data400,2014/jp-encoding/jp-encoding.mzn,2014/jp-encoding/data400.dzn
2014_jp-encoding_jp-encoding_data800,2014/jp-encoding/jp-encoding.mzn,2014/jp-encoding/data800.dzn
2014_liner-sf-repositioning_fm3_11,2014/liner-sf-repositioning/fm3_11.mzn,
2014_liner-sf-repositioning_fm3_5,2014/liner-sf-repositioning/fm3_5.mzn,
2014_liner-sf-repositioning_tp7_0,2014/liner-sf-repositioning/tp7_0.mzn,
2014_liner-sf-repositioning_tp7_10,2014/liner-sf-repositioning/tp7_10.mzn,
2014_liner-sf-repositioning_tp7_8,2014/liner-sf-repositioning/tp7_8.mzn,
2014_mario_mario_mario_easy_5,2014/mario/mario.mzn,2014/mario/mario_easy_5.dzn
2014_mario_mario_mario_n_medium_3,2014/mario/mario.mzn,2014/mario/mario_n_medium_3.dzn
2014_mario_mario_mario_n_medium_5,2014/mario/mario.mzn,2014/mario/mario_n_medium_5.dzn
2014_mario_mario_mario_t_hard_2,2014/mario/mario.mzn,2014/mario/mario_t_hard_2.dzn
2014_mario_mario_mario_t_hard_5,2014/mario/mario.mzn,2014/mario/mario_t_hard_5.dzn
2014_mqueens_mqueens2_n11,2014/mqueens/mqueens2.mzn,2014/mqueens/n11.dzn
2014_mqueens_mqueens2_n12,2014/mqueens/mqueens2.mzn,2014/mqueens/n12.dzn
2014_mqueens_mqueens2_n13,2014/mqueens/mqueens2.mzn,2014/mqueens/n13.dzn
2014_mqueens_mqueens2_n20,2014/mqueens/mqueens2.mzn,2014/mqueens/n20.dzn
2014_mqueens_mqueens2_n31,2014/mqueens/mqueens2.mzn,2014/mqueens/n31.dzn
2014_multi-knapsack_mknapsack_mknap1-6,2014/multi-knapsack/mknapsack.mzn,2014/multi-knapsack/mknap1-6.dzn
2014_multi-knapsack_mknapsack_mknap2-1,2014/multi-knapsack/mknapsack.mzn,2014/multi-knapsack/mknap2-1.dzn
2014_multi-knapsack_mknapsack_mknap2-10,2014/multi-knapsack/mknapsack.mzn,2014/multi-knapsack/mknap2-10.dzn
2014_multi-knapsack_mknapsack_mknap2-20,2014/multi-knapsack/mknapsack.mzn,2014/multi-knapsack/mknap2-20.dzn
2014_multi-knapsack_mknapsack_mknap2-31,2014/multi-knapsack/mknapsack.mzn,2014/multi-knapsack/mknap2-31.dzn
2014_openshop_openshop_gp10-4,2014/openshop/openshop.mzn,2014/openshop/gp10-4.dzn
2014_openshop_openshop_j7per10-1,2014/openshop/openshop.mzn,2014/openshop/j7per10-1.dzn
2014_openshop_openshop_j8per0-2,2014/openshop/openshop.mzn,2014/openshop/j8per0-2.dzn
2014_openshop_openshop_tai20-4,2014/openshop/openshop.mzn,2014/openshop/tai20-4.dzn
2014_openshop_openshop_tai20-6,2014/openshop/openshop.mzn,2014/openshop/tai20-6.dzn
2014_rectangle-packing_rect_packing_rpp18_true,2014/rectangle-packing/rect_packing.mzn,2014/rectangle-packing/rpp18_true.dzn
2014_rectangle-packing_rect_packing_rpp21_false,2014/rectangle-packing/rect_packing.mzn,2014/rectangle-packing/rpp21_false.dzn
2014_rectangle-packing_rect_packing_rpp22_false,2014/rectangle-packing/rect_packing.mzn,2014/rectangle-packing/rpp22_false.dzn
2014_rectangle-packing_rect_packing_rpp23_false,2014/rectangle-packing/rect_packing.mzn,2014/rectangle-packing/rpp23_false.dzn
2014_rectangle-packing_rect_packing_rpp26_false,2014/rectangle-packing/rect_packing.mzn,2014/rectangle-packing/rpp26_false.dzn
2014_road-cons_road_naive_road_11,2014/road-cons/road_naive.mzn,2014/road-cons/road_11.dzn
2014_road-cons_road_naive_road_14,2014/road-cons/road_naive.mzn,2014/road-cons/road_14.dzn
2014_road-cons_road_naive_road_16,2014/road-cons/road_naive.mzn,2014/road-cons/road_16.dzn
2014_road-cons_road_naive_road_20,2014/road-cons/road_naive.mzn,2014/road-cons/road_20.dzn
2014_road-cons_road_naive_road_9,2014/road-cons/road_naive.mzn,2014/road-cons/road_9.dzn
2014_ship-schedule_ship-schedule.cp_3Ships,2014/ship-schedule/ship-schedule.cp.mzn,2014/ship-schedule/3Ships.dzn
2014_ship-schedule_ship-schedule.cp_6Ships,2014/ship-schedule/ship-schedule.cp.mzn,2014/ship-schedule/6Ships.dzn
2014_ship-schedule_ship-schedule.cp_7Ships,2014/ship-schedule/ship-schedule.cp.mzn,2014/ship-schedule/7Ships.dzn
2014_ship-schedule_ship-schedule.cp_8ShipsMixed,2014/ship-schedule/ship-schedule.cp.mzn,2014/ship-schedule/8ShipsMixed.dzn
2014_ship-schedule_ship-schedule.cp_8ShipsMixedUnconstr,2014/ship-schedule/ship-schedule.cp.mzn,2014/ship-schedule/8ShipsMixedUnconstr.dzn
2014_smelt_smelt_smelt_11,2014/smelt/smelt.mzn,2014/smelt/smelt_11.dzn
2014_smelt_smelt_smelt_2,2014/smelt/smelt.mzn,2014/smelt/smelt_2.dzn
2014_smelt_smelt_smelt_3,2014/smelt/smelt.mzn,2014/smelt/smelt_3.dzn
2014_smelt_smelt_smelt_4,2014/smelt/smelt.mzn,2014/smelt/smelt_4.dzn
2014_smelt_smelt_smelt_5,2014/smelt/smelt.mzn,2014/smelt/smelt_5.dzn
2014_solbat_sb_sb_13_13_5_5,2014/solbat/sb.mzn,2014/solbat/sb_13_13_5_5.dzn
2014_solbat_sb_sb_13_13_6_5,2014/solbat/sb.mzn,2014/solbat/sb_13_13_6_5.dzn
2014_solbat_sb_sb_15_15_6_1,2014/solbat/sb.mzn,2014/solbat/sb_15_15_6_1.dzn
2014_solbat_sb_sb_15_15_7_1,2014/solbat/sb.mzn,2014/solbat/sb_15_15_7_1.dzn
2014_solbat_sb_sb_15_15_7_6,2014/solbat/sb.mzn,2014/solbat/sb_15_15_7_6.dzn
2014_spot5_spot5_1502,2014/spot5/spot5.mzn,2014/spot5/1502.dzn
2014_spot5_spot5_29,2014/spot5/spot5.mzn,2014/spot5/29.dzn
2014_spot5_spot5_412,2014/spot5/spot5.mzn,2014/spot5/412.dzn
2014_spot5_spot5_42,2014/spot5/spot5.mzn,2014/spot5/42.dzn
2014_spot5_spot5_5,2014/spot5/spot5.mzn,2014/spot5/5.dzn
2014_stochastic-fjsp_fjsp-a1-s2_fjsp-t15-j3-m3-a1_det,2014/stochastic-fjsp/fjsp-a1-s2_fjsp-t15-j3-m3-a1_det.mzn,
2014_stochastic-fjsp_fjsp-a1-s3_fjsp-t20-j4-m3-a1_det,2014/stochastic-fjsp/fjsp-a1-s3_fjsp-t20-j4-m3-a1_det.mzn,
2014_stochastic-fjsp_fjsp-a1-s4_fjsp-t8-j2-m3-a1_det,2014/stochastic-fjsp/fjsp-a1-s4_fjsp-t8-j2-m3-a1_det.mzn,
2014_stochastic-fjsp_fjsp-a1-s5_fjsp-t8-j2-m3-a1_det,2014/stochastic-fjsp/fjsp-a1-s5_fjsp-t8-j2-m3-a1_det.mzn,
2014_stochastic-fjsp_fjsp-a1-s6_fjsp-t8-j2-m3-a1_det,2014/stochastic-fjsp/fjsp-a1-s6_fjsp-t8-j2-m3-a1_det.mzn,
2014_stochastic-vrp_vrp-s2-v2-c7_vrp-v2-c7_det,2014/stochastic-vrp/vrp-s2-v2-c7_vrp-v2-c7_det.mzn,
2014_stochastic-vrp_vrp-s3-v2-c6_vrp-v2-c6_det,2014/stochastic-vrp/vrp-s3-v2-c6_vrp-v2-c6_det.mzn,
2014_stochastic-vrp_vrp-s3-v2-c7_vrp-v2-c7_det,2014/stochastic-vrp/vrp-s3-v2-c7_vrp-v2-c7_det.mzn,
2014_stochastic-vrp_vrp-s4-v2-c6_vrp-v2-c6_det,2014/stochastic-vrp/vrp-s4-v2-c6_vrp-v2-c6_det.mzn,
2014_stochastic-vrp_vrp-s5-v2-c8_vrp-v2-c8_det,2014/stochastic-vrp/vrp-s5-v2-c8_vrp-v2-c8_det.mzn,
2014_train_train_instance.1,2014/train/train.mzn,2014/train/instance.1.dzn
2014_train_train_instance.13,2014/train/train.mzn,2014/train/instance.13.dzn
2014_train_train_instance.14,2014/train/train.mzn,2014/train/instance.14.dzn
2014_train_train_instance.8,2014/train/train.mzn,2014/train/instance.8.dzn
2014_train_train_instance.9,2014/train/train.mzn,2014/train/instance.9.dzn
2014_traveling-tppv_ttppv_circ14bnonbal,2014/traveling-tppv/ttppv.mzn,2014/traveling-tppv/circ14bnonbal.dzn
2014_traveling-tppv_ttppv_circ20gnonbal,2014/traveling-tppv/ttppv.mzn,2014/traveling-tppv/circ20gnonbal.dzn
2014_traveling-tppv_ttppv_circ8bbal,2014/traveling-tppv/ttppv.mzn,2014/traveling-tppv/circ8bbal.dzn
2014_traveling-tppv_ttppv_circ8cbal,2014/traveling-tppv/ttppv.mzn,2014/traveling-tppv/circ8cbal.dzn
2014_traveling-tppv_ttppv_circ8ebal,2014/traveling-tppv/ttppv.mzn,2014/traveling-tppv/circ8ebal.dzn
2015_costas-array_CostasArray_16,2015/costas-array/CostasArray.mzn,2015/costas-array/16.dzn
2015_costas-array_CostasArray_17,2015/costas-array/CostasArray.mzn,2015/costas-array/17.dzn
2015_costas-array_CostasArray_18,2015/costas-array/CostasArray.mzn,2015/costas-array/18.dzn
2015_costas-array_CostasArray_19,2015/costas-array/CostasArray.mzn,2015/costas-array/19.dzn
2015_costas-array_CostasArray_20,2015/costas-array/CostasArray.mzn,2015/costas-array/20.dzn
2015_cvrp_cvrp_A-n37-k5.vrp,2015/cvrp/cvrp.mzn,2015/cvrp/A-n37-k5.vrp.dzn
2015_cvrp_cvrp_A-n64-k9.vrp,2015/cvrp/cvrp.mzn,2015/cvrp/A-n64-k9.vrp.dzn
2015_cvrp_cvrp_B-n45-k5.vrp,2015/cvrp/cvrp.mzn,2015/cvrp/B-n45-k5.vrp.dzn
2015_cvrp_cvrp_P-n16-k8.vrp,2015/cvrp/cvrp.mzn,2015/cvrp/P-n16-k8.vrp.dzn
2015_cvrp_cvrp_simple2,2015/cvrp/cvrp.mzn,2015/cvrp/simple2.dzn
2015_freepizza_freepizza_pizza27,2015/freepizza/freepizza.mzn,2015/freepizza/pizza27.dzn
2015_freepizza_freepizza_pizza39,2015/freepizza/freepizza.mzn,2015/freepizza/pizza39.dzn
2015_freepizza_freepizza_pizza45,2015/freepizza/freepizza.mzn,2015/freepizza/pizza45.dzn
2015_freepizza_freepizza_pizza6,2015/freepizza/freepizza.mzn,2015/freepizza/pizza6.dzn
2015_freepizza_freepizza_pizza78,2015/freepizza/freepizza.mzn,2015/freepizza/pizza78.dzn
2015_gfd-schedule_gfd-schedule_n120f5d50m50k20,2015/gfd-schedule/gfd-schedule.mzn,2015/gfd-schedule/n120f5d50m50k20.dzn
2015_gfd-schedule_gfd-schedule_n180f7d50m30k18,2015/gfd-schedule/gfd-schedule.mzn,2015/gfd-schedule/n180f7d50m30k18.dzn
2015_gfd-schedule_gfd-schedule_n30f3d30m7k4,2015/gfd-schedule/gfd-schedule.mzn,2015/gfd-schedule/n30f3d30m7k4.dzn
2015_gfd-schedule_gfd-schedule_n50f7d40m10k4,2015/gfd-schedule/gfd-schedule.mzn,2015/gfd-schedule/n50f7d40m10k4.dzn
2015_gfd-schedule_gfd-schedule_n75f5d30m20k20,2015/gfd-schedule/gfd-schedule.mzn,2015/gfd-schedule/n75f5d30m20k20.dzn
2015_grid-colouring_GridColoring_10_5,2015/grid-colouring/GridColoring.mzn,2015/grid-colouring/10_5.dzn
2015_grid-colouring_GridColoring_13_11,2015/grid-colouring/GridColoring.mzn,2015/grid-colouring/13_11.dzn
2015_grid-colouring_GridColoring_19_17,2015/grid-colouring/GridColoring.mzn,2015/grid-colouring/19_17.dzn
2015_grid-colouring_GridColoring_4_11,2015/grid-colouring/GridColoring.mzn,2015/grid-colouring/4_11.dzn
2015_grid-colouring_GridColoring_4_8,2015/grid-colouring/GridColoring.mzn,2015/grid-colouring/4_8.dzn
2015_is_model_1YHXeG1xYs,2015/is/model.mzn,2015/is/1YHXeG1xYs.dzn
2015_is_model_A3PZaPjnUz,2015/is/model.mzn,2015/is/A3PZaPjnUz.dzn
2015_is_model_HgSWGJHxY5,2015/is/model.mzn,2015/is/HgSWGJHxY5.dzn
2015_is_model_jZ9pQqRxJ2,2015/is/model.mzn,2015/is/jZ9pQqRxJ2.dzn
2015_is_model_y21PnVA2Hj,2015/is/model.mzn,2015/is/y21PnVA2Hj.dzn
2015_largescheduling_largecumulative_instance-0100-1,2015/largescheduling/largecumulative.mzn,2015/largescheduling/instance-0100-1.dzn
2015_largescheduling_largecumulative_instance-0400-2,2015/largescheduling/largecumulative.mzn,2015/largescheduling/instance-0400-2.dzn
2015_largescheduling_largecumulative_instance-0800-1,2015/largescheduling/largecumulative.mzn,2015/largescheduling/instance-0800-1.dzn
2015_largescheduling_largecumulative_instance-1600-2,2015/largescheduling/largecumulative.mzn,2015/largescheduling/instance-1600-2.dzn
2015_largescheduling_largecumulative_instance-3200-3,2015/largescheduling/largecumulative.mzn,2015/largescheduling/instance-3200-3.dzn
2015_mapping_mapping_full2x2,2015/mapping/mapping.mzn,2015/mapping/full2x2.dzn
2015_mapping_mapping_mesh2x2_mpeg,2015/mapping/mapping.mzn,2015/mapping/mesh2x2_mpeg.dzn
2015_mapping_mapping_mesh3x3_2,2015/mapping/mapping.mzn,2015/mapping/mesh3x3_2.dzn
2015_mapping_mapping_mesh3x3_mpeg_2,2015/mapping/mapping.mzn,2015/mapping/mesh3x3_mpeg_2.dzn
