
ACE v2.6 

  instance
    name:SameQueensKnights-b-25_c24
    args:/work/19333037_787/SameQueensKnights-b-25_c24.xml -rr=true -rlog=false -npc=true

 ...Parsing /work/19333037_787/SameQueensKnights-b-25_c24.xml

 ...Loading variables

 ...Loading constraints

  domains
    types:21  values:113,709  sizes:[2:1250,3:625,5:4,7:8...181:24,185:16,189:8,193:1]
  variables
    count:3,127  auxiliary:1,250  arrays:[x:625,aux_gb:1250,_ax_:1250]  degrees:[2:2500,3:2,78:4,79:8...102:24,104:16,106:8,108:1]
  constraints
    count:3,754  specific:3,754  postponable:2  groups:2  arities:[2:2502,3:4,4:8,5:88...93:16,95:8,97:1,626:2]
    objective:[SumSimpleGE,SumSimpleLE]
    non_unary:[LogicTree:1250,Reif2EQ:1250,STR0a-Table:12,SumWeightedEQ:1240]
    tables:[9:4,27:8]  tuples:252
    extStructures:(12,shared:0)
    wck:1.14  cpu:1.533  mem:671M88
  objective
    way:max  type:SumSimpleGE  arity:2  bounds:0..50

 ...Building solver

  solver
    nNotAC:1,240  decoder:Decoder1
    wck:1.22  cpu:1.601  mem:721M420

  preprocessing
    entailed:2  values:113,709  unsat:false
    wck:0.011  cpu:1.613  mem:721M420

  search
o 0   1.51  ham=0 (0 0 0 0)  opth=0
o 1   1.51  ham=77 (1 74 1 1)  opth=1
o 2   1.52  ham=131 (2 124 2 3)  opth=2
o 3   1.52  ham=79 (1 76 1 1)  opth=1
o 4   1.53  ham=79 (1 76 1 1)  opth=1
o 5   1.53  ham=79 (1 76 1 1)  opth=1
o 6   1.54  ham=79 (1 76 1 1)  opth=1
o 7   1.54  ham=79 (1 76 1 1)  opth=1
o 8   1.55  ham=79 (1 76 1 1)  opth=1
o 9   1.55  ham=79 (1 76 1 1)  opth=1
o 10   1.56  ham=79 (1 76 1 1)  opth=1
    run1  dpts:615..625  robin:PickOnDom-First  effs:64,282  asgs:(653,noefs=0,fails=9)  fails:9  wrgs:10  wck:0.34  ngds:2  sols:11  bounds:11..50
o 25   2.14  ham=696 (35 625 1 35)  opth=1
o 26   2.26  ham=194 (3 187 1 3)  opth=1
o 27   2.76  ham=380 (8 362 1 9)  opth=1
o 28   2.88  ham=474 (13 447 1 13)  opth=1
o 29   3.01  ham=294 (11 271 1 11)  opth=1
    run2  dpts:20..29  robin:WdegOnDom-Last  effs:417,996  asgs:(159,noefs=3,fails=50)  fails:59  wrgs:89  wck:2.02  ngds:9  sols:16  bounds:30..50
o 30   3.37  ham=874 (56 759 2 57)  opth=2
o 31   3.39  ham=424 (10 401 2 11)  opth=2
o 32   3.39  ham=221 (3 214 1 3)  opth=1
o 33   3.39  ham=97 (1 94 1 1)  opth=1
    run3  dpts:37..51  robin:FrbaOnDom-Rand  effs:490,907  asgs:(179,noefs=1,fails=50)  fails:109  wrgs:192  wck:2.20  ngds:11  sols:20  bounds:34..50
    run4  dpts:586..610  robin:Wdeg-First  effs:678,534  asgs:(971,noefs=4,fails=50)  fails:159  wrgs:540  wck:2.71  ngds:18  sols:20  bounds:34..50
    run5  dpts:20..30  robin:PickOnDom-Last  effs:791,531  asgs:(117,noefs=1,fails=52)  fails:211  wrgs:603  wck:3.31  ngds:25  sols:20  bounds:34..50
    run6  dpts:32..58  robin:WdegOnDom-Rand  effs:865,335  asgs:(190,noefs=1,fails=55)  fails:266  wrgs:702  wck:3.46  ngds:30  sols:20  bounds:34..50
    run7  dpts:1187..1209  robin:FrbaOnDom-First  effs:1,017,917  asgs:(1409,noefs=3,fails=57)  fails:323  wrgs:892  wck:4.02  ngds:35  sols:20  bounds:34..50
    run8  dpts:23..32  robin:Wdeg-Last  effs:1,139,346  asgs:(151,noefs=2,fails=60)  fails:383  wrgs:963  wck:4.70  ngds:53  sols:20  bounds:34..50
    run9  dpts:54..72  robin:PickOnDom-Rand  effs:1,478,478  asgs:(197,noefs=7,fails=63)  fails:446  wrgs:1,070  wck:5.98  ngds:64  sols:20  bounds:34..50
    run10  dpts:1200..1214  robin:WdegOnDom-First  effs:1,647,105  asgs:(1441,noefs=0,fails=67)  fails:513  wrgs:1,252  wck:6.44  ngds:69  sols:20  bounds:34..50
    run11  dpts:20..32  robin:FrbaOnDom-Last  effs:1,714,375  asgs:(158,noefs=17,fails=70)  fails:583  wrgs:1,365  wck:6.59  ngds:85  sols:20  bounds:34..50
    run12  dpts:24..37  robin:Wdeg-Rand  effs:1,761,400  asgs:(238,noefs=4,fails=73)  fails:656  wrgs:1,503  wck:6.76  ngds:89  sols:20  bounds:34..50
    run13  dpts:633..646  robin:PickOnDom-First  effs:1,930,456  asgs:(899,noefs=9,fails=77)  fails:733  wrgs:1,749  wck:7.15  ngds:91  sols:20  bounds:34..50
 ...Starting SOS
o 34   8.50  ham=83 (1 80 1 1)  opth=1
o 36   8.52  ham=289 (6 276 1 6)  opth=1
o 38   8.53  ham=238 (4 228 2 4)  opth=2
o 39   8.53  ham=79 (1 76 1 1)  opth=1
o 40   8.53  ham=79 (1 76 1 1)  opth=1
    run14  dpts:139..165  robin:WdegOnDom-Last  effs:2,037,377  asgs:(405,noefs=16,fails=81)  fails:814  wrgs:1,918  wck:7.41  ngds:94  sols:25  bounds:41..50
    run15  dpts:135..160  robin:FrbaOnDom-Rand  effs:2,096,802  asgs:(243,noefs=13,fails=50)  fails:864  wrgs:2,007  wck:7.64  ngds:103  sols:25  bounds:41..50
    run16  dpts:132..149  robin:Wdeg-First  effs:2,174,167  asgs:(274,noefs=5,fails=52)  fails:916  wrgs:2,106  wck:7.87  ngds:106  sols:25  bounds:41..50
    run17  dpts:181..201  robin:PickOnDom-Last  effs:2,269,500  asgs:(316,noefs=20,fails=55)  fails:971  wrgs:2,216  wck:8.20  ngds:110  sols:25  bounds:41..50
    run102  dpts:129..143  robin:WdegOnDom-Rand  effs:16,841,988  asgs:(440,noefs=0,fails=94)  fails:10,499  wrgs:22,638  wck:43.4  ngds:636  sols:27  bounds:43..50
    run103  dpts:49..101  robin:FrbaOnDom-First  effs:17,066,532  asgs:(454,noefs=8,fails=98)  fails:10,597  wrgs:22,991  wck:44.1  ngds:642  sols:27  bounds:43..50
    run104  dpts:128..146  robin:Wdeg-Last  effs:17,221,756  asgs:(393,noefs=9,fails=103)  fails:10,700  wrgs:23,199  wck:44.4  ngds:648  sols:27  bounds:43..50
    run105  dpts:126..157  robin:PickOnDom-Rand  effs:17,403,350  asgs:(491,noefs=0,fails=108)  fails:10,808  wrgs:23,482  wck:44.9  ngds:655  sols:27  bounds:43..50
    run106  dpts:177..195  robin:WdegOnDom-First  effs:17,656,402  asgs:(628,noefs=0,fails=114)  fails:10,922  wrgs:23,814  wck:45.4  ngds:658  sols:27  bounds:43..50
    run107  dpts:352..372  robin:FrbaOnDom-Last  effs:17,767,813  asgs:(570,noefs=21,fails=120)  fails:11,042  wrgs:23,992  wck:45.7  ngds:669  sols:27  bounds:43..50
    run108  dpts:80..100  robin:Wdeg-Rand  effs:17,997,964  asgs:(459,noefs=7,fails=126)  fails:11,168  wrgs:24,301  wck:46.2  ngds:679  sols:27  bounds:43..50
    run109  dpts:70..89  robin:PickOnDom-First  effs:18,226,813  asgs:(531,noefs=0,fails=132)  fails:11,300  wrgs:24,698  wck:46.7  ngds:684  sols:27  bounds:43..50
    run110  dpts:517..532  robin:WdegOnDom-Last  effs:18,441,377  asgs:(927,noefs=30,fails=138)  fails:11,438  wrgs:25,001  wck:47.1  ngds:691  sols:27  bounds:43..50
    run111  dpts:536..549  robin:FrbaOnDom-Rand  effs:18,619,022  asgs:(849,noefs=9,fails=145)  fails:11,583  wrgs:25,242  wck:47.7  ngds:698  sols:27  bounds:43..50
    run112  dpts:71..97  robin:Wdeg-First  effs:18,986,088  asgs:(546,noefs=7,fails=153)  fails:11,736  wrgs:25,661  wck:48.5  ngds:702  sols:27  bounds:43..50
    run113  dpts:38..67  robin:PickOnDom-Last  effs:19,106,954  asgs:(376,noefs=35,fails=160)  fails:11,896  wrgs:25,916  wck:48.8  ngds:711  sols:27  bounds:43..50
    run114  dpts:838..861  robin:WdegOnDom-Rand  effs:19,339,825  asgs:(1362,noefs=3,fails=168)  fails:12,064  wrgs:26,322  wck:49.3  ngds:714  sols:27  bounds:43..50
    run115  dpts:177..195  robin:FrbaOnDom-First  effs:19,485,530  asgs:(545,noefs=20,fails=177)  fails:12,241  wrgs:26,642  wck:49.6  ngds:731  sols:27  bounds:43..50
    run116  dpts:41..55  robin:Wdeg-Last  effs:19,756,963  asgs:(430,noefs=14,fails=186)  fails:12,427  wrgs:26,951  wck:50.1  ngds:739  sols:27  bounds:43..50
    run117  dpts:38..50  robin:PickOnDom-Rand  effs:19,979,496  asgs:(497,noefs=2,fails=195)  fails:12,622  wrgs:27,283  wck:50.5  ngds:743  sols:27  bounds:43..50
    run118  dpts:130..160  robin:WdegOnDom-First  effs:20,345,835  asgs:(835,noefs=11,fails=205)  fails:12,827  wrgs:27,821  wck:51.1  ngds:750  sols:27  bounds:43..50
    run119  dpts:80..136  robin:FrbaOnDom-Last  effs:20,527,138  asgs:(553,noefs=19,fails=215)  fails:13,042  wrgs:28,212  wck:51.6  ngds:771  sols:27  bounds:43..50
    run120  dpts:38..53  robin:Wdeg-Rand  effs:20,840,224  asgs:(600,noefs=1,fails=226)  fails:13,268  wrgs:28,649  wck:52.3  ngds:781  sols:27  bounds:43..50
    run121  dpts:49..65  robin:PickOnDom-First  effs:21,326,778  asgs:(825,noefs=0,fails=237)  fails:13,505  wrgs:29,328  wck:53.6  ngds:785  sols:27  bounds:43..50
    run122  dpts:1034..1057  robin:WdegOnDom-Last  effs:21,687,630  asgs:(1821,noefs=32,fails=249)  fails:13,754  wrgs:29,932  wck:54.3  ngds:790  sols:27  bounds:43..50
    run123  dpts:57..76  robin:FrbaOnDom-Rand  effs:21,851,941  asgs:(529,noefs=20,fails=262)  fails:14,016  wrgs:30,309  wck:54.8  ngds:804  sols:27  bounds:43..50
    run124  dpts:38..56  robin:Wdeg-First  effs:22,372,523  asgs:(772,noefs=0,fails=275)  fails:14,291  wrgs:30,940  wck:55.7  ngds:809  sols:27  bounds:43..50
    run125  dpts:24..47  robin:PickOnDom-Last  effs:22,659,823  asgs:(707,noefs=24,fails=288)  fails:14,579  wrgs:31,424  wck:56.5  ngds:828  sols:27  bounds:43..50
    run126  dpts:97..117  robin:WdegOnDom-Rand  effs:23,067,366  asgs:(981,noefs=15,fails=303)  fails:14,882  wrgs:32,045  wck:57.1  ngds:835  sols:27  bounds:43..50
    run127  dpts:50..85  robin:FrbaOnDom-First  effs:23,332,411  asgs:(816,noefs=39,fails=318)  fails:15,200  wrgs:32,734  wck:57.9  ngds:838  sols:27  bounds:43..50
    run128  dpts:37..51  robin:Wdeg-Last  effs:23,701,283  asgs:(742,noefs=42,fails=334)  fails:15,534  wrgs:33,248  wck:58.6  ngds:848  sols:27  bounds:43..50
    run129  dpts:23..40  robin:PickOnDom-Rand  effs:23,985,355  asgs:(802,noefs=2,fails=351)  fails:15,885  wrgs:33,804  wck:59.1  ngds:858  sols:27  bounds:43..50
    run130  dpts:673..703  robin:WdegOnDom-First  effs:24,560,410  asgs:(2007,noefs=133,fails=368)  fails:16,253  wrgs:34,800  wck:60.2  ngds:863  sols:27  bounds:43..50
    run131  dpts:49..86  robin:FrbaOnDom-Last  effs:24,853,276  asgs:(793,noefs=31,fails=387)  fails:16,640  wrgs:35,345  wck:61.2  ngds:870  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run132  dpts:123..147  robin:Wdeg-Rand  effs:25,501,792  asgs:(1362,noefs=10,fails=406)  fails:17,046  wrgs:36,376  wck:62.7  ngds:874  sols:27  bounds:43..50
    run133  dpts:122..153  robin:PickOnDom-First  effs:26,320,294  asgs:(1779,noefs=5,fails=426)  fails:17,472  wrgs:37,855  wck:64.5  ngds:877  sols:27  bounds:43..50
    run134  dpts:123..145  robin:WdegOnDom-Last  effs:26,954,345  asgs:(1432,noefs=0,fails=448)  fails:17,920  wrgs:38,724  wck:65.7  ngds:881  sols:27  bounds:43..50
    run135  dpts:44..87  robin:FrbaOnDom-Rand  effs:28,171,369  asgs:(1447,noefs=77,fails=470)  fails:18,390  wrgs:39,810  wck:68.2  ngds:897  sols:27  bounds:43..50
    run136  dpts:75..93  robin:Wdeg-First  effs:29,140,399  asgs:(1355,noefs=56,fails=494)  fails:18,884  wrgs:40,839  wck:69.8  ngds:906  sols:27  bounds:43..50
    run137  dpts:68..89  robin:PickOnDom-Last  effs:29,802,004  asgs:(1682,noefs=5,fails=518)  fails:19,402  wrgs:42,116  wck:72.0  ngds:913  sols:27  bounds:43..50
    run138  dpts:171..191  robin:WdegOnDom-Rand  effs:30,732,330  asgs:(1946,noefs=5,fails=544)  fails:19,946  wrgs:43,398  wck:73.7  ngds:920  sols:27  bounds:43..50
    run139  dpts:304..329  robin:FrbaOnDom-First  effs:31,221,418  asgs:(1585,noefs=43,fails=572)  fails:20,518  wrgs:44,428  wck:74.6  ngds:931  sols:27  bounds:43..50
    run140  dpts:200..237  robin:Wdeg-Last  effs:32,391,476  asgs:(2433,noefs=2,fails=600)  fails:21,118  wrgs:46,090  wck:76.5  ngds:934  sols:27  bounds:43..50
    run141  dpts:38..67  robin:PickOnDom-Rand  effs:32,827,841  asgs:(1418,noefs=59,fails=630)  fails:21,748  wrgs:47,181  wck:77.4  ngds:938  sols:27  bounds:43..50
    run142  dpts:611..735  robin:WdegOnDom-First  effs:34,244,148  asgs:(3073,noefs=41,fails=662)  fails:22,410  wrgs:49,124  wck:80.6  ngds:944  sols:27  bounds:43..50
    run143  dpts:327..354  robin:FrbaOnDom-Last  effs:34,729,391  asgs:(1784,noefs=49,fails=695)  fails:23,105  wrgs:50,217  wck:81.8  ngds:957  sols:27  bounds:43..50
    run144  dpts:35..55  robin:Wdeg-Rand  effs:35,985,047  asgs:(1939,noefs=1,fails=730)  fails:23,835  wrgs:51,697  wck:83.8  ngds:963  sols:27  bounds:43..50
    run145  dpts:44..66  robin:PickOnDom-First  effs:36,857,675  asgs:(2016,noefs=23,fails=766)  fails:24,601  wrgs:53,324  wck:85.2  ngds:968  sols:27  bounds:43..50
    run146  dpts:175..206  robin:WdegOnDom-Last  effs:38,332,907  asgs:(2856,noefs=178,fails=804)  fails:25,405  wrgs:55,386  wck:88.1  ngds:973  sols:27  bounds:43..50
    run147  dpts:208..235  robin:FrbaOnDom-Rand  effs:38,829,656  asgs:(1848,noefs=103,fails=845)  fails:26,250  wrgs:56,695  wck:89.2  ngds:980  sols:27  bounds:43..50
    run148  dpts:42..63  robin:Wdeg-First  effs:40,430,679  asgs:(2721,noefs=19,fails=887)  fails:27,137  wrgs:58,924  wck:92.3  ngds:984  sols:27  bounds:43..50
    run149  dpts:52..71  robin:PickOnDom-Last  effs:41,264,234  asgs:(2260,noefs=109,fails=931)  fails:28,068  wrgs:60,539  wck:94.7  ngds:989  sols:27  bounds:43..50
    run150  dpts:493..518  robin:WdegOnDom-Rand  effs:45,383,898  asgs:(3905,noefs=1,fails=978)  fails:29,046  wrgs:63,191  wck:106.0  ngds:994  sols:27  bounds:43..50
    run151  dpts:50..122  robin:FrbaOnDom-First  effs:46,702,251  asgs:(2710,noefs=152,fails=1027)  fails:30,073  wrgs:65,589  wck:109.7  ngds:1,001  sols:27  bounds:43..50
    run152  dpts:42..64  robin:Wdeg-Last  effs:48,200,485  asgs:(2554,noefs=6,fails=1078)  fails:31,151  wrgs:67,385  wck:112.0  ngds:1,005  sols:27  bounds:43..50
    run153  dpts:38..70  robin:PickOnDom-Rand  effs:49,318,319  asgs:(3022,noefs=30,fails=1132)  fails:32,283  wrgs:69,797  wck:114.7  ngds:1,015  sols:27  bounds:43..50
    run154  dpts:464..496  robin:WdegOnDom-First  effs:51,301,497  asgs:(4488,noefs=208,fails=1189)  fails:33,472  wrgs:72,992  wck:117.9  ngds:1,020  sols:27  bounds:43..50
    run155  dpts:51..93  robin:FrbaOnDom-Last  effs:52,282,488  asgs:(2560,noefs=92,fails=1248)  fails:34,720  wrgs:74,835  wck:120.9  ngds:1,041  sols:27  bounds:43..50
    run156  dpts:37..61  robin:Wdeg-Rand  effs:53,978,232  asgs:(3522,noefs=1,fails=1311)  fails:36,031  wrgs:77,634  wck:124.5  ngds:1,048  sols:27  bounds:43..50
    run157  dpts:23..46  robin:PickOnDom-First  effs:55,052,801  asgs:(3189,noefs=0,fails=1376)  fails:37,407  wrgs:79,772  wck:126.3  ngds:1,060  sols:27  bounds:43..50
    run158  dpts:878..905  robin:WdegOnDom-Last  effs:56,292,610  asgs:(4934,noefs=0,fails=1445)  fails:38,852  wrgs:82,477  wck:128.3  ngds:1,064  sols:27  bounds:43..50
    run159  dpts:44..77  robin:FrbaOnDom-Rand  effs:57,711,461  asgs:(3275,noefs=116,fails=1517)  fails:40,369  wrgs:85,079  wck:131.8  ngds:1,083  sols:27  bounds:43..50
    run160  dpts:44..66  robin:Wdeg-First  effs:60,446,018  asgs:(4263,noefs=198,fails=1593)  fails:41,962  wrgs:88,564  wck:136.1  ngds:1,092  sols:27  bounds:43..50
    run161  dpts:34..66  robin:PickOnDom-Last  effs:61,981,530  asgs:(3968,noefs=151,fails=1673)  fails:43,635  wrgs:91,555  wck:140.2  ngds:1,108  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run162  dpts:119..144  robin:WdegOnDom-Rand  effs:65,006,260  asgs:(5940,noefs=2,fails=1757)  fails:45,392  wrgs:95,641  wck:145.5  ngds:1,114  sols:27  bounds:43..50
    run163  dpts:43..74  robin:FrbaOnDom-First  effs:67,095,451  asgs:(4850,noefs=88,fails=1844)  fails:47,236  wrgs:99,163  wck:149.4  ngds:1,121  sols:27  bounds:43..50
    run164  dpts:117..150  robin:Wdeg-Last  effs:70,109,201  asgs:(5733,noefs=6,fails=1937)  fails:49,173  wrgs:103,560  wck:155.8  ngds:1,127  sols:27  bounds:43..50
    run165  dpts:124..160  robin:PickOnDom-Rand  effs:72,797,083  asgs:(6701,noefs=9,fails=2034)  fails:51,207  wrgs:108,923  wck:161.2  ngds:1,132  sols:27  bounds:43..50
    run166  dpts:173..204  robin:WdegOnDom-First  effs:77,149,488  asgs:(8124,noefs=0,fails=2135)  fails:53,342  wrgs:114,778  wck:169.0  ngds:1,137  sols:27  bounds:43..50
    run167  dpts:505..548  robin:FrbaOnDom-Last  effs:78,564,467  asgs:(5055,noefs=138,fails=2242)  fails:55,584  wrgs:117,817  wck:171.8  ngds:1,153  sols:27  bounds:43..50
    run168  dpts:61..80  robin:Wdeg-Rand  effs:82,140,622  asgs:(5945,noefs=10,fails=2354)  fails:57,938  wrgs:122,388  wck:177.5  ngds:1,164  sols:27  bounds:43..50
    run169  dpts:70..98  robin:PickOnDom-First  effs:86,253,899  asgs:(9522,noefs=4,fails=2472)  fails:60,410  wrgs:131,129  wck:187.9  ngds:1,173  sols:27  bounds:43..50
    run170  dpts:552..674  robin:WdegOnDom-Last  effs:90,432,073  asgs:(7948,noefs=9,fails=2596)  fails:63,006  wrgs:136,294  wck:197.1  ngds:1,176  sols:27  bounds:43..50
    run171  dpts:452..510  robin:FrbaOnDom-Rand  effs:92,465,970  asgs:(6004,noefs=214,fails=2725)  fails:65,731  wrgs:140,829  wck:201.9  ngds:1,181  sols:27  bounds:43..50
    run172  dpts:34..58  robin:Wdeg-First  effs:98,336,917  asgs:(9212,noefs=0,fails=2862)  fails:68,593  wrgs:148,586  wck:214.7  ngds:1,188  sols:27  bounds:43..50
    run173  dpts:33..67  robin:PickOnDom-Last  effs:100,234,651  asgs:(6193,noefs=518,fails=3005)  fails:71,598  wrgs:153,252  wck:218.1  ngds:1,197  sols:27  bounds:43..50
    run174  dpts:184..220  robin:WdegOnDom-Rand  effs:107,503,351  asgs:(11905,noefs=17,fails=3155)  fails:74,753  wrgs:161,949  wck:231.1  ngds:1,208  sols:27  bounds:43..50
    run175  dpts:56..104  robin:FrbaOnDom-First  effs:111,199,676  asgs:(7800,noefs=355,fails=3313)  fails:78,066  wrgs:168,953  wck:241.0  ngds:1,214  sols:27  bounds:43..50
    run176  dpts:44..66  robin:Wdeg-Last  effs:114,558,872  asgs:(7571,noefs=311,fails=3478)  fails:81,544  wrgs:174,580  wck:246.5  ngds:1,230  sols:27  bounds:43..50
    run177  dpts:33..64  robin:PickOnDom-Rand  effs:117,422,878  asgs:(8342,noefs=47,fails=3652)  fails:85,196  wrgs:180,625  wck:251.4  ngds:1,235  sols:27  bounds:43..50
    run178  dpts:828..873  robin:WdegOnDom-First  effs:123,095,057  asgs:(16185,noefs=260,fails=3835)  fails:89,031  wrgs:192,815  wck:260.2  ngds:1,242  sols:27  bounds:43..50
    run179  dpts:46..104  robin:FrbaOnDom-Last  effs:125,287,808  asgs:(7527,noefs=240,fails=4027)  fails:93,058  wrgs:198,222  wck:265.5  ngds:1,251  sols:27  bounds:43..50
    run180  dpts:35..63  robin:Wdeg-Rand  effs:130,749,093  asgs:(11306,noefs=10,fails=4228)  fails:97,286  wrgs:207,066  wck:276.0  ngds:1,256  sols:27  bounds:43..50
 ...resetting restart cutoff to 60
    run181  dpts:53..69  robin:PickOnDom-First  effs:130,855,659  asgs:(222,noefs=0,fails=60)  fails:97,346  wrgs:207,226  wck:276.4  ngds:1,258  sols:27  bounds:43..50
    run182  dpts:250..262  robin:WdegOnDom-Last  effs:130,951,968  asgs:(434,noefs=6,fails=63)  fails:97,409  wrgs:207,357  wck:276.6  ngds:1,262  sols:27  bounds:43..50
    run183  dpts:70..87  robin:FrbaOnDom-Rand  effs:131,019,218  asgs:(205,noefs=3,fails=66)  fails:97,475  wrgs:207,470  wck:276.9  ngds:1,278  sols:27  bounds:43..50
    run184  dpts:43..62  robin:Wdeg-First  effs:131,137,581  asgs:(262,noefs=0,fails=69)  fails:97,544  wrgs:207,638  wck:277.2  ngds:1,284  sols:27  bounds:43..50
    run185  dpts:52..61  robin:PickOnDom-Last  effs:131,221,054  asgs:(198,noefs=7,fails=72)  fails:97,616  wrgs:207,743  wck:277.5  ngds:1,289  sols:27  bounds:43..50
    run186  dpts:255..270  robin:WdegOnDom-Rand  effs:131,359,861  asgs:(521,noefs=1,fails=76)  fails:97,692  wrgs:207,931  wck:277.8  ngds:1,293  sols:27  bounds:43..50
    run187  dpts:63..83  robin:FrbaOnDom-First  effs:131,466,468  asgs:(279,noefs=16,fails=80)  fails:97,772  wrgs:208,112  wck:278.2  ngds:1,303  sols:27  bounds:43..50
    run188  dpts:41..55  robin:Wdeg-Last  effs:131,581,273  asgs:(259,noefs=2,fails=84)  fails:97,856  wrgs:208,256  wck:278.6  ngds:1,315  sols:27  bounds:43..50
    run189  dpts:50..62  robin:PickOnDom-Rand  effs:131,699,748  asgs:(260,noefs=2,fails=88)  fails:97,944  wrgs:208,422  wck:279.0  ngds:1,317  sols:27  bounds:43..50
    run190  dpts:256..276  robin:WdegOnDom-First  effs:131,907,271  asgs:(656,noefs=0,fails=93)  fails:98,037  wrgs:208,724  wck:279.4  ngds:1,321  sols:27  bounds:43..50
    run191  dpts:61..76  robin:FrbaOnDom-Last  effs:131,979,607  asgs:(238,noefs=3,fails=97)  fails:98,134  wrgs:208,852  wck:279.7  ngds:1,331  sols:27  bounds:43..50
 ...resetting heuristics data (nValues:113,673 - nSingletons:0 - nEntailed:1)
    run192  dpts:128..147  robin:Wdeg-Rand  effs:132,205,815  asgs:(445,noefs=0,fails=102)  fails:98,236  wrgs:209,113  wck:280.2  ngds:1,336  sols:27  bounds:43..50
    run193  dpts:130..154  robin:PickOnDom-First  effs:132,455,640  asgs:(508,noefs=0,fails=107)  fails:98,343  wrgs:209,460  wck:280.8  ngds:1,339  sols:27  bounds:43..50
    run194  dpts:126..143  robin:WdegOnDom-Last  effs:132,665,777  asgs:(480,noefs=0,fails=113)  fails:98,456  wrgs:209,699  wck:281.2  ngds:1,344  sols:27  bounds:43..50
    run195  dpts:57..71  robin:FrbaOnDom-Rand  effs:132,822,355  asgs:(372,noefs=5,fails=118)  fails:98,574  wrgs:209,916  wck:281.5  ngds:1,349  sols:27  bounds:43..50
    run196  dpts:117..130  robin:Wdeg-First  effs:132,980,828  asgs:(421,noefs=14,fails=124)  fails:98,698  wrgs:210,186  wck:281.8  ngds:1,361  sols:27  bounds:43..50
    run197  dpts:75..99  robin:PickOnDom-Last  effs:133,214,119  asgs:(486,noefs=6,fails=130)  fails:98,828  wrgs:210,516  wck:282.5  ngds:1,365  sols:27  bounds:43..50
    run198  dpts:178..195  robin:WdegOnDom-Rand  effs:133,486,737  asgs:(608,noefs=0,fails=137)  fails:98,965  wrgs:210,819  wck:283.0  ngds:1,370  sols:27  bounds:43..50
    run199  dpts:429..443  robin:FrbaOnDom-First  effs:133,674,346  asgs:(817,noefs=0,fails=144)  fails:99,109  wrgs:211,119  wck:283.4  ngds:1,380  sols:27  bounds:43..50
    run200  dpts:144..167  robin:Wdeg-Last  effs:134,002,140  asgs:(621,noefs=11,fails=151)  fails:99,260  wrgs:211,493  wck:284.9  ngds:1,386  sols:27  bounds:43..50
    run201  dpts:39..74  robin:PickOnDom-Rand  effs:134,148,230  asgs:(375,noefs=15,fails=159)  fails:99,419  wrgs:211,771  wck:285.2  ngds:1,388  sols:27  bounds:43..50
    run202  dpts:508..532  robin:WdegOnDom-First  effs:134,423,441  asgs:(1043,noefs=1,fails=167)  fails:99,586  wrgs:212,154  wck:285.7  ngds:1,399  sols:27  bounds:43..50
    run203  dpts:489..512  robin:FrbaOnDom-Last  effs:134,624,309  asgs:(876,noefs=5,fails=175)  fails:99,761  wrgs:212,431  wck:286.2  ngds:1,407  sols:27  bounds:43..50
    run204  dpts:43..63  robin:Wdeg-Rand  effs:135,005,669  asgs:(676,noefs=2,fails=184)  fails:99,945  wrgs:212,914  wck:287.2  ngds:1,411  sols:27  bounds:43..50
    run205  dpts:40..56  robin:PickOnDom-First  effs:135,285,879  asgs:(623,noefs=0,fails=193)  fails:100,138  wrgs:213,433  wck:287.8  ngds:1,417  sols:27  bounds:43..50
    run206  dpts:1057..1074  robin:WdegOnDom-Last  effs:135,529,166  asgs:(1656,noefs=4,fails=203)  fails:100,341  wrgs:213,838  wck:288.3  ngds:1,423  sols:27  bounds:43..50
    run207  dpts:55..86  robin:FrbaOnDom-Rand  effs:135,682,571  asgs:(511,noefs=3,fails=213)  fails:100,554  wrgs:214,149  wck:288.7  ngds:1,430  sols:27  bounds:43..50
    run208  dpts:37..53  robin:Wdeg-First  effs:136,065,037  asgs:(675,noefs=2,fails=224)  fails:100,778  wrgs:214,698  wck:289.5  ngds:1,434  sols:27  bounds:43..50
    run209  dpts:36..63  robin:PickOnDom-Last  effs:136,256,570  asgs:(548,noefs=21,fails=235)  fails:101,013  wrgs:215,052  wck:290.0  ngds:1,442  sols:27  bounds:43..50
    run210  dpts:174..208  robin:WdegOnDom-Rand  effs:136,632,197  asgs:(984,noefs=3,fails=246)  fails:101,259  wrgs:215,641  wck:290.7  ngds:1,449  sols:27  bounds:43..50
    run211  dpts:77..124  robin:FrbaOnDom-First  effs:136,946,550  asgs:(787,noefs=34,fails=259)  fails:101,518  wrgs:216,221  wck:291.5  ngds:1,465  sols:27  bounds:43..50
    run212  dpts:24..49  robin:Wdeg-Last  effs:137,498,304  asgs:(989,noefs=2,fails=272)  fails:101,790  wrgs:216,930  wck:292.8  ngds:1,469  sols:27  bounds:43..50
    run213  dpts:31..45  robin:PickOnDom-Rand  effs:137,715,348  asgs:(648,noefs=3,fails=285)  fails:102,075  wrgs:217,396  wck:293.2  ngds:1,477  sols:27  bounds:43..50
