instance_id,instance,family,target_run,target_status,target_validation,target_detail,any_kat_incumbent,kat_incumbent_run_count,kat_incumbent_runs,any_external_incumbent,external_incumbent_run_count,external_incumbent_runs
181,competition/2022-2025/COP22to25/CarpetCutting-test06_c23.xml.lzma,CarpetCutting,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=4871; 31b6e7a3-scip-log-scop-rerun2=4871; 835f8aaf-scip-log-scop-dynamic=4871; 9c976720-scip-log-scop-dynamic=4871; bd3c9f7d-scip-log-scop-dynamic=4871,1,4,ace64g-rr-20260505=2330; pycsp3-extra-ortools-1t-rerun1-20260505=2330.0; pycsp3-extra-ortools-1t-verbose1-20260509=2330.0; pycsp3-extra-ortools-20260505=2330.0
182,competition/2022-2025/COP22to25/CarpetCutting-test07_c23.xml.lzma,CarpetCutting,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=4417; 31b6e7a3-scip-log-scop-rerun2=4417; 835f8aaf-scip-log-scop-dynamic=4417; 9c976720-scip-log-scop-dynamic=4417; bd3c9f7d-scip-log-scop-dynamic=4417,1,4,ace64g-rr-20260505=2652; pycsp3-extra-ortools-1t-rerun1-20260505=2642.0; pycsp3-extra-ortools-1t-verbose1-20260509=2642.0; pycsp3-extra-ortools-20260505=2642.0
183,competition/2022-2025/COP22to25/CarpetCutting-test08_c23.xml.lzma,CarpetCutting,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-log-scop=6823,1,4,ace64g-rr-20260505=3339; pycsp3-extra-ortools-1t-rerun1-20260505=3576.0; pycsp3-extra-ortools-1t-verbose1-20260509=3578.0; pycsp3-extra-ortools-20260505=3362.0
184,competition/2022-2025/COP22to25/CarpetCutting-test09_c23.xml.lzma,CarpetCutting,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-log-scop=6661,1,4,ace64g-rr-20260505=2470; pycsp3-extra-ortools-1t-rerun1-20260505=2470.0; pycsp3-extra-ortools-1t-verbose1-20260509=2470.0; pycsp3-extra-ortools-20260505=2470.0
185,competition/2022-2025/COP22to25/CarpetCutting-test10_c23.xml.lzma,CarpetCutting,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-log-scop=7661,1,4,ace64g-rr-20260505=3997; pycsp3-extra-ortools-1t-rerun1-20260505=3982.0; pycsp3-extra-ortools-1t-verbose1-20260509=3982.0; pycsp3-extra-ortools-20260505=3982.0
189,competition/2022-2025/COP22to25/CarpetCutting-test14_c23.xml.lzma,CarpetCutting,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=3492; 31b6e7a3-scip-log-scop-rerun2=3492; 835f8aaf-scip-log-scop-dynamic=3492; 9c976720-scip-log-scop-dynamic=3492; bd3c9f7d-scip-log-scop-dynamic=3492,1,4,ace64g-rr-20260505=1871; pycsp3-extra-ortools-1t-rerun1-20260505=1866.0; pycsp3-extra-ortools-1t-verbose1-20260509=1866.0; pycsp3-extra-ortools-20260505=1866.0
190,competition/2022-2025/COP22to25/CarpetCutting-test15_c23.xml.lzma,CarpetCutting,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=4071; 31b6e7a3-scip-log-scop-rerun2=4071; 835f8aaf-scip-log-scop-dynamic=4071; 9c976720-scip-log-scop-dynamic=4071; bd3c9f7d-scip-log-scop-dynamic=4071,1,4,ace64g-rr-20260505=2386; pycsp3-extra-ortools-1t-rerun1-20260505=2386.0; pycsp3-extra-ortools-1t-verbose1-20260509=2386.0; pycsp3-extra-ortools-20260505=2386.0
192,competition/2022-2025/COP22to25/CarpetCutting-test17_c23.xml.lzma,CarpetCutting,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,4,1d1a452a-log-scop=4913; 31b6e7a3-scip-log-scop-rerun2=4913; 835f8aaf-scip-log-scop-dynamic=4913; bd3c9f7d-scip-log-scop-dynamic=4913,1,4,ace64g-rr-20260505=1992; pycsp3-extra-ortools-1t-rerun1-20260505=1966.0; pycsp3-extra-ortools-1t-verbose1-20260509=1966.0; pycsp3-extra-ortools-20260505=1962.0
193,competition/2022-2025/COP22to25/CarpetCutting-test18_c23.xml.lzma,CarpetCutting,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=4842; 31b6e7a3-scip-log-scop-rerun2=4842; 835f8aaf-scip-log-scop-dynamic=4842; 9c976720-scip-log-scop-dynamic=4842; bd3c9f7d-scip-log-scop-dynamic=4842,1,4,ace64g-rr-20260505=1634; pycsp3-extra-ortools-1t-rerun1-20260505=1617.0; pycsp3-extra-ortools-1t-verbose1-20260509=1617.0; pycsp3-extra-ortools-20260505=1608.0
194,competition/2022-2025/COP22to25/CarpetCutting-test19_c23.xml.lzma,CarpetCutting,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=4747; 31b6e7a3-scip-log-scop-rerun2=4747; 835f8aaf-scip-log-scop-dynamic=4747; 9c976720-scip-log-scop-dynamic=4747; bd3c9f7d-scip-log-scop-dynamic=4747,1,4,ace64g-rr-20260505=2202; pycsp3-extra-ortools-1t-rerun1-20260505=2201.0; pycsp3-extra-ortools-1t-verbose1-20260509=2201.0; pycsp3-extra-ortools-20260505=2201.0
195,competition/2022-2025/COP22to25/CarpetCutting-test20_c23.xml.lzma,CarpetCutting,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-log-scop=7499,1,4,ace64g-rr-20260505=3741; pycsp3-extra-ortools-1t-rerun1-20260505=3789.0; pycsp3-extra-ortools-1t-verbose1-20260509=3789.0; pycsp3-extra-ortools-20260505=3734.0
251,competition/2022-2025/COP22to25/Coprime-21_c25.xml.lzma,Coprime,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-direct-order=441,1,4,ace64g-rr-20260505=157; pycsp3-extra-ortools-1t-rerun1-20260505=157.0; pycsp3-extra-ortools-1t-verbose1-20260509=157.0; pycsp3-extra-ortools-20260505=157.0
252,competition/2022-2025/COP22to25/Coprime-22_c25.xml.lzma,Coprime,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-direct-order=229,1,4,ace64g-rr-20260505=167; pycsp3-extra-ortools-1t-rerun1-20260505=167.0; pycsp3-extra-ortools-1t-verbose1-20260509=167.0; pycsp3-extra-ortools-20260505=167.0
253,competition/2022-2025/COP22to25/Coprime-23_c25.xml.lzma,Coprime,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-direct-order=529,1,4,ace64g-rr-20260505=173; pycsp3-extra-ortools-1t-rerun1-20260505=173.0; pycsp3-extra-ortools-1t-verbose1-20260509=173.0; pycsp3-extra-ortools-20260505=173.0
254,competition/2022-2025/COP22to25/Coprime-24_c25.xml.lzma,Coprime,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-direct-order=263,1,4,ace64g-rr-20260505=179; pycsp3-extra-ortools-1t-rerun1-20260505=179.0; pycsp3-extra-ortools-1t-verbose1-20260509=179.0; pycsp3-extra-ortools-20260505=179.0
255,competition/2022-2025/COP22to25/Coprime-25_c25.xml.lzma,Coprime,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=191; pycsp3-extra-ortools-1t-rerun1-20260505=191.0; pycsp3-extra-ortools-1t-verbose1-20260509=191.0; pycsp3-extra-ortools-20260505=191.0
256,competition/2022-2025/COP22to25/Coprime-30_c25.xml.lzma,Coprime,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=251; pycsp3-extra-ortools-1t-rerun1-20260505=251.0; pycsp3-extra-ortools-1t-verbose1-20260509=251.0; pycsp3-extra-ortools-20260505=251.0
257,competition/2022-2025/COP22to25/Coprime-40_c25.xml.lzma,Coprime,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=415; pycsp3-extra-ortools-1t-rerun1-20260505=379.0; pycsp3-extra-ortools-1t-verbose1-20260509=379.0; pycsp3-extra-ortools-20260505=389.0
357,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-16-005_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-log-scop=6270,1,4,ace64g-rr-20260505=1369; pycsp3-extra-ortools-1t-rerun1-20260505=1369.0; pycsp3-extra-ortools-1t-verbose1-20260509=1369.0; pycsp3-extra-ortools-20260505=1369.0
358,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-16-020_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-log-scop=24994,1,4,ace64g-rr-20260505=5475; pycsp3-extra-ortools-1t-rerun1-20260505=5335.0; pycsp3-extra-ortools-1t-verbose1-20260509=5335.0; pycsp3-extra-ortools-20260505=5335.0
359,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-16-080_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=21191; pycsp3-extra-ortools-1t-rerun1-20260505=21173.0; pycsp3-extra-ortools-1t-verbose1-20260509=21173.0; pycsp3-extra-ortools-20260505=21616.0
360,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-16-200_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=171366; pycsp3-extra-ortools-1t-rerun1-20260505=61085.0; pycsp3-extra-ortools-1t-verbose1-20260509=61085.0; pycsp3-extra-ortools-20260505=53041.0
361,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-16-400_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=584934; pycsp3-extra-ortools-1t-rerun1-20260505=125266.0; pycsp3-extra-ortools-1t-verbose1-20260509=125266.0; pycsp3-extra-ortools-20260505=112679.0
362,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-20-005_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-log-scop=6411,1,4,ace64g-rr-20260505=1354; pycsp3-extra-ortools-1t-rerun1-20260505=1354.0; pycsp3-extra-ortools-1t-verbose1-20260509=1354.0; pycsp3-extra-ortools-20260505=1354.0
363,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-20-020_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-log-scop=25498,1,4,ace64g-rr-20260505=5562; pycsp3-extra-ortools-1t-rerun1-20260505=5401.0; pycsp3-extra-ortools-1t-verbose1-20260509=5401.0; pycsp3-extra-ortools-20260505=5401.0
364,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-20-080_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=23391; pycsp3-extra-ortools-1t-rerun1-20260505=21766.0; pycsp3-extra-ortools-1t-verbose1-20260509=21875.0; pycsp3-extra-ortools-20260505=21766.0
365,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-20-200_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=241634; pycsp3-extra-ortools-1t-rerun1-20260505=58672.0; pycsp3-extra-ortools-1t-verbose1-20260509=58658.0; pycsp3-extra-ortools-20260505=57969.0
366,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-5-20-400_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=700114; pycsp3-extra-ortools-1t-rerun1-20260505=147428.0; pycsp3-extra-ortools-1t-verbose1-20260509=147428.0; pycsp3-extra-ortools-20260505=118433.0
367,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-6-18-005_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-log-scop=6442,1,4,ace64g-rr-20260505=1416; pycsp3-extra-ortools-1t-rerun1-20260505=1416.0; pycsp3-extra-ortools-1t-verbose1-20260509=1416.0; pycsp3-extra-ortools-20260505=1416.0
368,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-6-18-020_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,1,1d1a452a-log-scop=25789,1,4,ace64g-rr-20260505=5746; pycsp3-extra-ortools-1t-rerun1-20260505=5746.0; pycsp3-extra-ortools-1t-verbose1-20260509=5746.0; pycsp3-extra-ortools-20260505=5746.0
369,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-6-18-080_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=24476; pycsp3-extra-ortools-1t-rerun1-20260505=23216.0; pycsp3-extra-ortools-1t-verbose1-20260509=23216.0; pycsp3-extra-ortools-20260505=23247.0
370,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-6-18-200_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=80627; pycsp3-extra-ortools-1t-rerun1-20260505=68839.0; pycsp3-extra-ortools-1t-verbose1-20260509=68839.0; pycsp3-extra-ortools-20260505=58154.0
371,competition/2022-2025/COP22to25/FlexibleJobshopScen-dh-6-18-400_c25.xml.lzma,FlexibleJobshopScen,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=593565; pycsp3-extra-ortools-1t-rerun1-20260505=147100.0; pycsp3-extra-ortools-1t-verbose1-20260509=147100.0; pycsp3-extra-ortools-20260505=121194.0
395,competition/2022-2025/COP22to25/Fortress1-09_c25.xml.lzma,Fortress1,1173b3f4-direct-order-extprop8196-s40-20260512,,skipped_no_incumbent,,1,12,1173b3f4-scip-direct-order-extge-eager-dynwatch=1749265; 1d1a452a-direct-order=8719556; 1d1a452a-log-scop=1539068; 31b6e7a3-scip-log-scop-rerun2=5109313; 31b6e7a3-scip-rerun1=8599554; 835f8aaf-scip-direct-order-dynamic=8719556; 835f8aaf-scip-log-scop-dynamic=8719556; 9c976720-scip-direct-order-dynamic=8549551; 9c976720-scip-log-scop-dynamic=5109313; a32997fd-direct-order=8719556; bd3c9f7d-scip-direct-order-dynamic=8719556; bd3c9f7d-scip-log-scop-dynamic=8719556,1,4,ace64g-rr-20260505=1458951; pycsp3-extra-ortools-1t-rerun1-20260505=1579159.0; pycsp3-extra-ortools-1t-verbose1-20260509=1579159.0; pycsp3-extra-ortools-20260505=1458951.0
396,competition/2022-2025/COP22to25/Fortress1-10_c25.xml.lzma,Fortress1,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1173b3f4-scip-direct-order-extge-eager-dynwatch=3119172; 1d1a452a-direct-order=13569404; 1d1a452a-log-scop=2118849; 31b6e7a3-scip-log-scop-rerun2=10229174; 31b6e7a3-scip-rerun1=4809061; 835f8aaf-scip-direct-order-dynamic=13569404; 835f8aaf-scip-log-scop-dynamic=13569404; 9c976720-scip-direct-order-dynamic=5489275; 9c976720-scip-log-scop-dynamic=10229174; a32997fd-direct-order=13569404; bd3c9f7d-scip-direct-order-dynamic=13569404; bd3c9f7d-scip-log-scop-dynamic=13569404,1,4,ace64g-rr-20260505=1798536; pycsp3-extra-ortools-1t-rerun1-20260505=2238713.0; pycsp3-extra-ortools-1t-verbose1-20260509=2238713.0; pycsp3-extra-ortools-20260505=1798536.0
420,competition/2022-2025/COP22to25/GBACP-table-UD06_c23.xml.lzma,GBACP,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,12,1173b3f4-scip-direct-order-extge-eager-dynwatch=5034; 1d1a452a-direct-order=6117; 1d1a452a-log-scop=5404; 31b6e7a3-scip-log-scop-rerun2=5404; 31b6e7a3-scip-rerun1=4167; 835f8aaf-scip-direct-order-dynamic=5034; 835f8aaf-scip-log-scop-dynamic=5404; 9c976720-scip-direct-order-dynamic=3506; 9c976720-scip-log-scop-dynamic=5404; a32997fd-direct-order=6117; bd3c9f7d-scip-direct-order-dynamic=6117; bd3c9f7d-scip-log-scop-dynamic=5404,1,4,ace64g-rr-20260505=61; pycsp3-extra-ortools-1t-rerun1-20260505=482.0; pycsp3-extra-ortools-1t-verbose1-20260509=492.0; pycsp3-extra-ortools-20260505=69.0
428,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR05x250-25-1_c23.xml.lzma,GeneralizedMKP,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=0; 31b6e7a3-scip-log-scop-rerun2=0; 835f8aaf-scip-log-scop-dynamic=0; 9c976720-scip-log-scop-dynamic=0; bd3c9f7d-scip-log-scop-dynamic=195,1,1,ace64g-rr-20260505=56423
431,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR05x500-25-1_c23.xml.lzma,GeneralizedMKP,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,1,ace64g-rr-20260505=115311
432,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR05x500-50-1_c23.xml.lzma,GeneralizedMKP,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,1,ace64g-rr-20260505=211707
433,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR05x500-75-1_c23.xml.lzma,GeneralizedMKP,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,1,ace64g-rr-20260505=290525
434,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR10x250-25-1_c23.xml.lzma,GeneralizedMKP,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,1,ace64g-rr-20260505=54014
435,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR10x250-50-1_c23.xml.lzma,GeneralizedMKP,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,1,ace64g-rr-20260505=103787
436,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR10x250-75-1_c23.xml.lzma,GeneralizedMKP,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,1,ace64g-rr-20260505=145148
437,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR30x500-25-1_c23.xml.lzma,GeneralizedMKP,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,1,ace64g-rr-20260505=97980
438,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR30x500-50-1_c23.xml.lzma,GeneralizedMKP,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,1,ace64g-rr-20260505=192173
439,competition/2022-2025/COP22to25/GeneralizedMKP-0-OR30x500-75-1_c23.xml.lzma,GeneralizedMKP,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,1,ace64g-rr-20260505=280347
475,competition/2022-2025/COP22to25/IHTC-i08_c25.xml.lzma,IHTC,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=1000; 31b6e7a3-scip-log-scop-rerun2=0; 835f8aaf-scip-log-scop-dynamic=0; 9c976720-scip-log-scop-dynamic=0; bd3c9f7d-scip-log-scop-dynamic=0,1,4,ace64g-rr-20260505=0; pycsp3-extra-ortools-1t-rerun1-20260505=0.0; pycsp3-extra-ortools-1t-verbose1-20260509=0.0; pycsp3-extra-ortools-20260505=0.0
481,competition/2022-2025/COP22to25/IHTC-i18_c25.xml.lzma,IHTC,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=42300; 31b6e7a3-scip-log-scop-rerun2=39300; 835f8aaf-scip-log-scop-dynamic=40800; 9c976720-scip-log-scop-dynamic=41700; bd3c9f7d-scip-log-scop-dynamic=40800,1,4,ace64g-rr-20260505=33900; pycsp3-extra-ortools-1t-rerun1-20260505=33600.0; pycsp3-extra-ortools-1t-verbose1-20260509=33600.0; pycsp3-extra-ortools-20260505=33600.0
482,competition/2022-2025/COP22to25/IHTC-i29_c25.xml.lzma,IHTC,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=30600; 31b6e7a3-scip-log-scop-rerun2=30000; 835f8aaf-scip-log-scop-dynamic=30000; 9c976720-scip-log-scop-dynamic=30600; bd3c9f7d-scip-log-scop-dynamic=30300,1,1,ace64g-rr-20260505=11400
483,competition/2022-2025/COP22to25/IHTC-i30_c25.xml.lzma,IHTC,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=38400; 31b6e7a3-scip-log-scop-rerun2=38400; 835f8aaf-scip-log-scop-dynamic=38400; 9c976720-scip-log-scop-dynamic=38400; bd3c9f7d-scip-log-scop-dynamic=38400,0,0,
488,competition/2022-2025/COP22to25/ItemsetMining-k1-mushroom_c22.xml.lzma,ItemsetMining,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=3288; pycsp3-extra-ortools-1t-rerun1-20260505=3288.0; pycsp3-extra-ortools-1t-verbose1-20260509=3288.0; pycsp3-extra-ortools-20260505=3288.0
489,competition/2022-2025/COP22to25/ItemsetMining-k1-pendigits_c22.xml.lzma,ItemsetMining,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=15; 31b6e7a3-scip-log-scop-rerun2=-5933; 835f8aaf-scip-log-scop-dynamic=-5933; 9c976720-scip-log-scop-dynamic=-5933; bd3c9f7d-scip-log-scop-dynamic=-5933,1,4,ace64g-rr-20260505=724; pycsp3-extra-ortools-1t-rerun1-20260505=724.0; pycsp3-extra-ortools-1t-verbose1-20260509=724.0; pycsp3-extra-ortools-20260505=724.0
490,competition/2022-2025/COP22to25/ItemsetMining-k1-splice-1_c22.xml.lzma,ItemsetMining,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=394; pycsp3-extra-ortools-1t-rerun1-20260505=338.0; pycsp3-extra-ortools-1t-verbose1-20260509=338.0; pycsp3-extra-ortools-20260505=350.0
493,competition/2022-2025/COP22to25/ItemsetMining-k2-german-credit_c22.xml.lzma,ItemsetMining,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,6,1d1a452a-direct-order=6; 1d1a452a-log-scop=107; 31b6e7a3-scip-log-scop-rerun2=111; 835f8aaf-scip-log-scop-dynamic=19; 9c976720-scip-log-scop-dynamic=107; bd3c9f7d-scip-log-scop-dynamic=46,1,4,ace64g-rr-20260505=427; pycsp3-extra-ortools-1t-rerun1-20260505=418.0; pycsp3-extra-ortools-1t-verbose1-20260509=418.0; pycsp3-extra-ortools-20260505=427.0
495,competition/2022-2025/COP22to25/ItemsetMining-k2-kr-vs-kp_c22.xml.lzma,ItemsetMining,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,3,1d1a452a-log-scop=141; 9c976720-scip-log-scop-dynamic=141; bd3c9f7d-scip-log-scop-dynamic=141,1,4,ace64g-rr-20260505=1488; pycsp3-extra-ortools-1t-rerun1-20260505=1119.0; pycsp3-extra-ortools-1t-verbose1-20260509=1119.0; pycsp3-extra-ortools-20260505=1488.0
496,competition/2022-2025/COP22to25/ItemsetMining-k2-segment_c22.xml.lzma,ItemsetMining,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,5,1d1a452a-log-scop=-1542; 31b6e7a3-scip-log-scop-rerun2=-1649; 835f8aaf-scip-log-scop-dynamic=-127; 9c976720-scip-log-scop-dynamic=-1649; bd3c9f7d-scip-log-scop-dynamic=-1649,1,4,ace64g-rr-20260505=325; pycsp3-extra-ortools-1t-rerun1-20260505=327.0; pycsp3-extra-ortools-1t-verbose1-20260509=327.0; pycsp3-extra-ortools-20260505=327.0
498,competition/2022-2025/COP22to25/ItemsetMining-k2-yeast_c22.xml.lzma,ItemsetMining,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,6,1d1a452a-direct-order=11; 1d1a452a-log-scop=32; 31b6e7a3-scip-log-scop-rerun2=2; 835f8aaf-scip-log-scop-dynamic=-557; 9c976720-scip-log-scop-dynamic=2; bd3c9f7d-scip-log-scop-dynamic=2,1,4,ace64g-rr-20260505=116; pycsp3-extra-ortools-1t-rerun1-20260505=51.0; pycsp3-extra-ortools-1t-verbose1-20260509=51.0; pycsp3-extra-ortools-20260505=113.0
513,competition/2022-2025/COP22to25/KMedian-aux-pmed15_c23.xml.lzma,KMedian,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,1,4,1d1a452a-direct-order=2874; 31b6e7a3-scip-rerun1=2996; 9c976720-scip-direct-order-dynamic=2839; bd3c9f7d-scip-direct-order-dynamic=2996,1,1,ace64g-rr-20260505=2068
528,competition/2022-2025/COP22to25/LargeScaleScheduling-00100-0_c23.xml.lzma,LargeScaleScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,unknown,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=222302; pycsp3-extra-ortools-1t-rerun1-20260505=214561.0; pycsp3-extra-ortools-1t-verbose1-20260509=214561.0; pycsp3-extra-ortools-20260505=212495.0
529,competition/2022-2025/COP22to25/LargeScaleScheduling-00200-0_c23.xml.lzma,LargeScaleScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=397114; pycsp3-extra-ortools-1t-rerun1-20260505=391555.0; pycsp3-extra-ortools-1t-verbose1-20260509=391555.0; pycsp3-extra-ortools-20260505=384663.0
530,competition/2022-2025/COP22to25/LargeScaleScheduling-00400-0_c23.xml.lzma,LargeScaleScheduling,1173b3f4-direct-order-extprop8196-s40-20260512,,skipped_no_incumbent,,0,0,,1,4,ace64g-rr-20260505=852742; pycsp3-extra-ortools-1t-rerun1-20260505=830836.0; pycsp3-extra-ortools-1t-verbose1-20260509=830836.0; pycsp3-extra-ortools-20260505=828562.0
