instance_id,instance,family,row_present,row_nonempty,log_present,values_present,status,reason,detail,incumbent,validation,sat_started,failure_class,current_stage,last_completed_stage,log_outcome,wctime,cputime,maxrss_kib,maxmm_kib,maxvm_kib,timeout_flag,memout_flag,exitstatus,slurm_task_id,slurm_state,slurm_exit_code,slurm_elapsed,slurm_maxrss,first_sat_start_ms,last_sat_start_ms,sat_rounds,sat_solve_done_rounds,sat_solve_ms_total,source_constraints,normalized_constraints,propagate_ms,normalize_ms,lower_ms,post_lower_ms,root_lp_ms,preencode_ms,encode_ms,sat_vars,sat_clauses,sat_init_vars,sat_init_clauses,ext_ge_specs,relaxed_circuits,lowered_int_vars,lowered_bool_vars,lowered_linear_atoms,lowered_table_atoms,lowered_table_tuples,lowered_alldiff_atoms,lowered_circuit_atoms,lowered_logical_clauses,circuit_cegar_failures,circuit_cegar_rounds,circuit_cegar_added_clauses,cumulative_cegar_failures,cumulative_cegar_rounds,cumulative_cegar_added_clauses,cop_cegar_failures,cop_cegar_rounds,cop_cegar_added_clauses,baseline_status,baseline_sat_started,baseline_stage,baseline_outcome,log_path,values_path
25,competition/2022-2025/COP22to25/AircraftAssemblyLine-3-628-050-0_c24.xml.lzma,AircraftAssemblyLine,1,1,1,1,sat,0,"best incumbent shown; guarded improvement search stopped before optimality proof: relaxation produced 7081680 clauses in one round, exceeding limit 1000000",36,valid,1,incumbent,decode,encode,,1528.99,1522.77,20250016,19965288,22432936,false,false,0,25,COMPLETED,0:0,00:25:32,,187000,1474000,366,366,1109517,9145,9145,22,0,34345,4776,0,10068,133900,25908351,89735942,25908351,89735942,0,0,8637,4613600,3828065,0,0,0,0,7382207,0,0,0,364,366,579,0,366,0,unknown,0,lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442963-25-25/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442963-25-25/values.log
26,competition/2022-2025/COP22to25/AircraftAssemblyLine-3-628-050-1_c24.xml.lzma,AircraftAssemblyLine,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,1,timeout_after_sat,decode,sat,TO,1800.43,1793.35,20653036,20478532,22872116,true,false,36608,26,COMPLETED,0:0,00:30:05,,194000,1798000,463,463,1379780,8458,8458,21,0,35239,5080,0,10305,139359,26617657,98950059,26617657,98950059,0,0,8641,4734196,3954044,0,0,0,0,7613831,0,0,0,462,463,489,0,463,0,unknown,0,lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442964-26-26/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442964-26-26/values.log
27,competition/2022-2025/COP22to25/AircraftAssemblyLine-3-628-050-2_c24.xml.lzma,AircraftAssemblyLine,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,1,timeout_after_sat,sat,relaxation,TO,1800.34,1793.4,20168660,19837856,22076736,true,false,36608,27,COMPLETED,0:0,00:30:05,,188000,1799000,586,585,1323559,8625,8625,20,0,33929,4787,0,9938,135892,25984030,91745566,25984030,91745566,0,0,8637,4545154,3859838,0,0,0,0,7313609,0,0,0,585,586,789,0,586,0,unknown,0,lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442965-27-27/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442965-27-27/values.log
28,competition/2022-2025/COP22to25/AircraftAssemblyLine-3-628-070-0_c24.xml.lzma,AircraftAssemblyLine,1,1,1,1,sat,0,"best incumbent shown; guarded improvement search stopped before optimality proof: relaxation produced 6798074 clauses in one round, exceeding limit 1000000",40,valid,1,incumbent,decode,encode,,908.079,902.308,19477844,19161076,21791056,false,false,0,28,COMPLETED,0:0,00:15:11,,178000,857000,86,86,638870,8373,8373,20,0,32153,4512,0,9735,127629,24914992,83860839,24914992,83860839,0,0,8297,4427506,3658350,0,0,0,0,7123815,0,0,0,84,86,112,0,86,0,unknown,0,lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442966-28-28/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442966-28-28/values.log
29,competition/2022-2025/COP22to25/AircraftAssemblyLine-3-628-070-1_c24.xml.lzma,AircraftAssemblyLine,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,1,timeout_after_sat,decode,sat,TO,1800.33,1790.59,19653376,19506420,21911764,true,false,36608,29,COMPLETED,0:0,00:30:05,,188000,1798000,729,729,1273560,8028,8028,19,0,33505,4818,0,12237,132856,25334896,89962326,25334896,89962326,0,0,8301,4514570,3740699,0,0,0,0,7279498,0,0,0,728,729,754,0,729,0,unknown,0,lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442967-29-29/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442967-29-29/values.log
30,competition/2022-2025/COP22to25/AircraftAssemblyLine-3-628-070-2_c24.xml.lzma,AircraftAssemblyLine,1,1,1,1,sat,0,"best incumbent shown; guarded improvement search stopped before optimality proof: relaxation produced 6728878 clauses in one round, exceeding limit 1000000",35,valid,1,incumbent,decode,encode,,1738.14,1732.39,19129760,19055508,21522928,false,false,0,30,COMPLETED,0:0,00:29:01,,175000,1687000,286,286,1360918,8057,8057,19,0,30116,4382,0,9434,127347,24749262,82199358,24749262,82199358,0,0,8297,4160620,3669053,0,0,0,0,6776376,0,0,0,284,286,417,0,286,0,unknown,0,lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442968-30-30/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442968-30-30/values.log
31,competition/2022-2025/COP22to25/AircraftAssemblyLine-3-628-100-0_c24.xml.lzma,AircraftAssemblyLine,1,1,1,1,sat,0,"best incumbent shown; guarded improvement search stopped before optimality proof: relaxation produced 6389505 clauses in one round, exceeding limit 1000000",40,valid,1,incumbent,decode,encode,,1131.91,1128.06,18390548,18361152,20721076,false,false,0,31,COMPLETED,0:0,00:18:56,,165000,1080000,146,146,854446,7356,7356,18,0,30012,4089,0,9255,118321,23523402,77779680,23523402,77779680,0,0,7791,4168772,3423255,0,0,0,0,6777399,0,0,0,144,146,190,0,146,0,unknown,0,post_lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442969-31-31/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442969-31-31/values.log
32,competition/2022-2025/COP22to25/AircraftAssemblyLine-3-628-100-1_c24.xml.lzma,AircraftAssemblyLine,1,1,1,1,sat,0,"best incumbent shown; guarded improvement search stopped before optimality proof: relaxation produced 6389125 clauses in one round, exceeding limit 1000000",33,valid,1,incumbent,decode,encode,,1486.05,1480.81,18140336,18092924,20496300,false,false,0,32,COMPLETED,0:0,00:24:49,,165000,1438000,236,236,1151359,7436,7436,18,0,29961,4147,0,9294,118415,23522244,76414623,23522244,76414623,0,0,7791,4150372,3431673,0,0,0,0,6753533,0,0,0,234,236,336,0,236,0,unknown,0,lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442970-32-32/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19442970-32-32/values.log
33,competition/2022-2025/COP22to25/AircraftAssemblyLine-3-628-100-2_c24.xml.lzma,AircraftAssemblyLine,1,1,1,1,sat,0,"best incumbent shown; guarded improvement search stopped before optimality proof: relaxation produced 6274547 clauses in one round, exceeding limit 1000000",36,valid,1,incumbent,decode,encode,,1307.73,1301.01,17876840,17656564,19561736,false,false,0,33,COMPLETED,0:0,00:21:50,,165000,1257000,380,380,922642,7171,7171,18,0,28652,4151,0,9220,119934,23047946,72914710,23047946,72914710,0,0,7787,3842392,3377376,0,0,0,0,6301880,0,0,0,378,380,404,0,380,0,unknown,0,lower,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443036-33-33/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443036-33-33/values.log
34,competition/2022-2025/COP22to25/AircraftAssemblyLine-3-628-150-0_c24.xml.lzma,AircraftAssemblyLine,1,1,1,1,sat,0,"best incumbent shown; guarded improvement search stopped before optimality proof: relaxation produced 5473891 clauses in one round, exceeding limit 1000000",40,valid,1,incumbent,decode,encode,,1543.02,1535.14,15074544,15077580,16104420,false,false,0,34,COMPLETED,0:0,00:25:48,,139000,1494000,308,308,1273904,6439,6439,16,0,23749,3324,0,8025,100149,20139039,62452468,20139039,62452468,0,0,6941,3378370,2933537,0,0,0,0,5599064,0,0,0,306,308,406,0,308,0,,0,post_lower,MO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443040-34-34/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443040-34-34/values.log
35,competition/2022-2025/COP22to25/AircraftAssemblyLine-3-628-150-1_c24.xml.lzma,AircraftAssemblyLine,1,1,1,1,sat,0,"best incumbent shown; guarded improvement search stopped before optimality proof: relaxation produced 5515028 clauses in one round, exceeding limit 1000000",40,valid,1,incumbent,decode,encode,,1420.83,1415.54,14507376,14507336,15203908,false,false,0,35,COMPLETED,0:0,00:23:43,,139000,1372000,403,403,1134565,6314,6314,15,0,23878,3438,0,7996,100286,20283453,62448070,20283453,62448070,0,0,6945,3417412,2935130,0,0,0,0,5676637,0,0,0,401,403,631,0,403,0,,0,post_lower,MO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443050-35-35/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443050-35-35/values.log
36,competition/2022-2025/COP22to25/AircraftAssemblyLine-3-628-150-2_c24.xml.lzma,AircraftAssemblyLine,1,1,1,1,sat,0,"best incumbent shown; guarded improvement search stopped before optimality proof: relaxation produced 5677598 clauses in one round, exceeding limit 1000000",36,valid,1,incumbent,decode,encode,,587.986,585.528,16727120,16730040,17373112,false,false,0,36,COMPLETED,0:0,00:09:53,,140000,535000,13,13,399204,5813,5813,16,0,24045,3206,0,8310,101942,21059409,65166659,21059409,65166659,0,0,6937,3441206,3022921,0,0,0,0,5784245,0,0,0,11,13,37,0,13,0,,0,post_lower,MO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443066-36-36/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443066-36-36/values.log
89,competition/2022-2025/COP22to25/Benzenoide-09_c23.xml.lzma,Benzenoide,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,872.372,865.672,121067396,124608932,141902952,false,false,35072,37,OUT_OF_MEMORY,0:125,00:14:38,,,,0,0,0,,,45207,0,3696,3,0,3761,,,,,,,,2539,4586,9010,386,89600014,0,0,12920,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443068-37-89/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443068-37-89/values.log
90,competition/2022-2025/COP22to25/Benzenoide-10_c23.xml.lzma,Benzenoide,1,1,1,1,unknown,lower_unsupported_constraints,lower has unsupported constraints: 11,,skipped_no_incumbent,0,unsupported_before_sat,post_lower,post_lower,,281.314,280.202,46692908,46695868,49955872,false,false,0,38,COMPLETED,0:0,00:04:44,,,,0,0,0,510,510,107679,0,9151,4,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,unknown,0,post_lower,,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443085-38-90/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443085-38-90/values.log
91,competition/2022-2025/COP22to25/Benzenoide-11_c23.xml.lzma,Benzenoide,1,1,1,1,unknown,lower_unsupported_constraints,lower has unsupported constraints: 11,,skipped_no_incumbent,0,unsupported_before_sat,post_lower,post_lower,,886.962,719.252,91711748,101450440,107981456,false,false,0,39,COMPLETED,0:0,00:14:52,,,,0,0,0,625,625,454489,0,50540,10,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,unknown,0,post_lower,,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443088-39-91/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443088-39-91/values.log
92,competition/2022-2025/COP22to25/Benzenoide-12_c23.xml.lzma,Benzenoide,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,propagate,,MO,1157.31,1153.46,124606264,124550256,130837096,false,false,35072,40,OUT_OF_MEMORY,0:125,00:19:21,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,propagate,MO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443093-40-92/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443093-40-92/values.log
93,competition/2022-2025/COP22to25/Benzenoide-13_c23.xml.lzma,Benzenoide,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,propagate,,MO,1646.97,1640.34,118858852,124552632,124901572,false,false,35072,41,OUT_OF_MEMORY,0:125,00:27:31,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,propagate,MO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443098-41-93/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443098-41-93/values.log
94,competition/2022-2025/COP22to25/Benzenoide-14_c23.xml.lzma,Benzenoide,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,,,TO,1800.03,1793.91,1391052,1394192,1981704,true,false,36608,42,COMPLETED,0:0,00:30:04,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,unknown,0,,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443114-42-94/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443114-42-94/values.log
95,competition/2022-2025/COP22to25/Benzenoide-15_c23.xml.lzma,Benzenoide,1,1,1,1,unknown,timeout_signal,terminated_by_signal,,skipped_no_incumbent,0,timeout_before_sat,,,TO,1800.08,1792.9,2119636,2122708,2903288,true,false,36608,43,COMPLETED,0:0,00:30:05,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,unknown,0,,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443120-43-95/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443120-43-95/values.log
101,competition/2022-2025/COP22to25/BinPacking-n4c1w1a_c24.xml.lzma,BinPacking,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,post_lower,lower,MO,1163.94,1159.42,124485560,124473316,193024384,false,false,35072,44,OUT_OF_MEMORY,0:125,00:19:28,,,,0,0,0,,,45,0,1020005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,post_lower,MO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443137-44-101/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443137-44-101/values.log
133,competition/2022-2025/COP22to25/BusScheduling-r3_c25.xml.lzma,BusScheduling,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,956.774,951.688,124518780,124619512,137045472,false,false,35072,45,OUT_OF_MEMORY,0:125,00:16:05,,,,0,0,0,,,39,0,69854,15382,0,1266,,,,,,,,233216,0,447501,0,0,0,0,428410,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443151-45-133/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443151-45-133/values.log
136,competition/2022-2025/COP22to25/BusScheduling-r5a_c25.xml.lzma,BusScheduling,1,0,1,1,,,,,skipped_no_incumbent,0,oom_before_sat,encode,preencode,MO,913.037,909.591,124622688,124618712,138964076,false,false,35072,46,OUT_OF_MEMORY,0:125,00:15:18,,,,0,0,0,,,25,0,10228,2280,0,676,,,,,,,,133679,0,252836,0,0,0,0,238072,,,,,,,,,,unknown,1,sat,TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443152-46-136/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443152-46-136/values.log
160,competition/2022-2025/COP22to25/Cargo-01-0s-1913_c24.xml.lzma,Cargo,1,0,1,1,,,,23476,no_solution,1,incumbent,decode,encode,MO,395.295,393.061,124218600,124594448,125716232,false,false,35072,47,OUT_OF_MEMORY,0:125,00:06:40,,47000,72000,2,2,54819,,,0,0,8385,725,0,2286,35661,4393600,108051052,4393600,108051052,0,0,193,1071760,1098049,0,0,0,0,1694745,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443153-47-160/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443153-47-160/values.log
161,competition/2022-2025/COP22to25/Cargo-02-0s-1139_c24.xml.lzma,Cargo,1,0,1,1,,,,48309,no_solution,1,incumbent,decode,encode,MO,382.371,379.671,124623408,124607604,125861328,false,false,35072,48,OUT_OF_MEMORY,0:125,00:06:26,,44000,83000,2,2,39769,,,0,0,8870,755,0,2416,31943,4534748,93614922,4534748,93614922,0,0,202,1129590,1155954,0,0,0,0,1794807,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443154-48-161/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443154-48-161/values.log
162,competition/2022-2025/COP22to25/Cargo-04-1s-626_c24.xml.lzma,Cargo,1,0,1,1,,,,47492,no_solution,1,incumbent,decode,encode,MO,386.066,380.791,91557808,124601084,174556568,false,false,35072,49,OUT_OF_MEMORY,0:125,00:06:29,,34000,50000,2,2,36749,,,0,0,8389,712,0,2341,22190,4482696,65308785,4482696,65308785,0,0,194,1076960,1103380,0,0,0,0,1724595,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443155-49-162/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443155-49-162/values.log
163,competition/2022-2025/COP22to25/Cargo-05-1s-954_c24.xml.lzma,Cargo,1,0,1,1,,,,20126,no_solution,1,incumbent,decode,encode,MO,439.176,436.483,124625424,124621968,125808156,false,false,35072,50,OUT_OF_MEMORY,0:125,00:07:22,,46000,135000,2,2,90251,,,0,0,9457,840,0,2448,32429,4487460,94724989,4487460,94724989,0,0,213,1199704,1226415,0,0,0,0,1804008,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443156-50-163/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443156-50-163/values.log
164,competition/2022-2025/COP22to25/Cargo-06-1s-3927_c24.xml.lzma,Cargo,1,0,1,1,,,,58068,no_solution,1,incumbent,decode,encode,MO,553.39,548.663,119635596,124614548,128013896,false,false,35072,51,OUT_OF_MEMORY,0:125,00:09:16,,64000,260000,2,2,198467,,,0,0,9969,828,0,2709,49516,5336312,144701446,5336312,144701446,0,0,240,1224900,1248815,0,0,0,0,2012229,0,0,0,0,1,0,0,1,0,unknown,0,preencode(order-ge),TO,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443157-51-164/output.log,docs/logs/10c9c43b-dirty-noinc203-cegar-norootlp/runsolver/runsolver-kat-cop1000-noinc203-order-direct-mdd-tl-extprop8196-s40-cegar-norootlp-20260513-10c9c43b-dirty-q10609-19443157-51-164/values.log
